,item,price,comments,icon,good,mid,bad
63,小米,2099,200000,自营,180000,500,500
117,小米,2799,200000,自营,180000,500,500
118,小米,2999,200000,"自营,满1000-100",180000,500,500
228,小米,2099,200000,自营,180000,500,500
18,科龙,3199,200000,自营,160000,400,400
26,科龙,1699,200000,自营,160000,400,400
53,科龙,2199,200000,"自营,券1000-100",160000,400,400
58,科龙,2199,200000,自营,160000,400,400
66,科龙,2499,200000,自营,160000,400,400
86,TCL,3499,200000,自营,160000,300,300
101,科龙,2069,200000,"自营,秒杀,券1000-100",160000,400,400
102,TCL,4999,200000,自营,160000,300,300
104,TCL,5499,200000,"自营,新品",160000,300,300
120,TCL,3549,200000,自营,160000,300,300
122,科龙,2069,200000,自营,160000,400,400
303,TCL,4399,200000,自营,160000,300,300
0,海尔,2599,200000,自营,150000,400,400
68,海尔,2599,200000,"自营,券999-30,满5000-200",150000,400,400
97,海尔,2449,200000,"自营,券999-30,满5000-200",150000,400,400
124,格力,6029,200000,"自营,每满6029-30",150000,700,700
146,海尔,2699,200000,"自营,券999-30,满5000-200",150000,400,400
158,海尔,2599,200000,"自营,券999-30,满5000-200",150000,400,400
163,海尔,2449,200000,"自营,券999-30,满5000-200",150000,400,400
170,格力,5999,200000,自营,150000,700,700
217,美的,2299,100000,"京东物流,放心购,免邮,券2000-30",110000,200,200
38,海信,2199,100000,自营,100000,200,200
305,海信,3299,200000,自营,100000,200,200
119,小米,4999,100000,自营,92000,200,200
174,小米,4599,100000,自营,92000,200,200
175,格力,100,100,无,92000,200,200
176,小米,4199,100000,自营,92000,200,200
432,小米,3699,100000,自营,92000,200,200
37,美的,2499,100000,自营,82000,100,100
55,长虹,3899,100000,自营,75000,90,90
114,长虹,4799,100000,"自营,每满4700-200",75000,90,90
134,华凌,3499,100000,"自营,满10000-300",73000,90,90
135,格力,2199,1000,无,73000,90,90
185,华凌,5199,100000,"自营,满10000-300",73000,90,90
189,华凌,3499,100000,自营,73000,90,90
195,华凌,4299,100000,自营,73000,90,90
265,格力,1549,1000,无,73000,90,90
312,华凌,5099,100000,自营,73000,90,90
318,华凌,6999,100000,自营,73000,90,90
324,华凌,5199,100000,自营,73000,90,90
346,华凌,6999,100000,"自营,满10000-300",73000,90,90
451,华凌,4299,100000,"自营,满10000-300",73000,90,90
132,华凌,1899,100000,自营,71000,100,100
57,奥克斯,2199,100000,"自营,券5000-200,每满2000-200",67000,60,60
98,奥克斯,2399,100000,"自营,券5000-200,每满2000-200",67000,60,60
35,申花,1248,100000,"秒杀,免邮",64000,900,900
52,申花,1099,100000,免邮,64000,900,900
273,申花,1148,100000,"秒杀,免邮",64000,900,900
410,申花,1598,100000,"秒杀,免邮",64000,900,900
468,申花,1349,100000,无,64000,900,900
100,科龙,4999,50000,自营,59000,100,100
180,科龙,4999,50000,"自营,券2000-200",59000,100,100
108,科龙,5399,50000,自营,58000,100,100
357,科龙,4599,50000,自营,58000,100,100
282,海尔,6299,100000,自营,56000,90,90
445,海尔,7399,100000,"自营,券999-30,满10000-400",56000,90,90
96,美的,5999,50000,"自营,厂商配送,券999-50,,",51000,60,60
127,美的,4699,50000,"自营,券999-50,满10000-300",51000,60,60
306,美的,4699,50000,自营,51000,60,60
435,美的,3799,50000,"自营,厂商配送,券999-30,,",51000,60,60
111,海信,1999,50000,自营,49000,80,80
115,海信,2099,50000,自营,49000,80,80
75,格力,7199,100000,自营,48000,200,200
168,格力,7499,100000,"自营,满10000-300",48000,200,200
322,格力,6199,100000,自营,48000,200,200
249,澳柯玛,1507,50000,满2000-30,39000,100,100
269,澳柯玛,1389,50000,满2000-30,39000,100,100
271,澳柯玛,1559,50000,"免邮,满2000-30",39000,100,100
272,格力,1449,500,无,39000,100,100
28,MI,1699,50000,"自营,秒杀",35000,200,200
47,MI,1899,50000,自营,35000,200,200
84,MI,1499,50000,自营,35000,200,200
398,MI,2099,50000,自营,35000,200,200
404,MI,1899,50000,自营,35000,200,200
45,小米,1599,50000,"自营,满1000-100",34000,100,100
25,海尔,1899,50000,"京东物流,放心购,免邮,每满1889-30",31000,100,100
77,海信,3299,50000,"自营,券3000-100",31000,80,80
109,海信,5299,50000,"自营,满5000-200",31000,80,80
116,海信,5299,50000,自营,31000,80,80
148,海信,3299,50000,自营,31000,80,80
149,格力,1359,1000,无,31000,80,80
447,海信,4699,50000,自营,31000,80,80
140,格力,6299,50000,自营,27000,100,100
151,格力,5299,50000,自营,27000,100,100
121,小米,2869,20000,"自营,秒杀",25000,100,100
293,格力,2799,50000,"京东物流,放心购,免邮",25000,100,100
424,小米,2699,20000,自营,25000,100,100
284,奥克斯,2299,20000,"京东物流,放心购,免邮,券5000-200",24000,100,100
343,MI,2099,20000,自营,24000,100,100
350,美的,1169,100000,"自营,厂商配送",24000,300,300
260,康佳,1899,20000,自营,23000,60,60
337,扬子,3899,20000,"自营,满2000-100",21000,40,40
83,康佳,1549,20000,"免邮,每满1549-50",17000,100,100
107,奥克斯,4399,20000,"自营,券5000-200,每满4000-200",16000,20,20
130,扬子,1649,20000,"自营,满1500-50",16000,60,60
388,卡萨帝,4999,20000,自营,16000,0,0
466,卡萨帝,3999,20000,自营,16000,0,0
80,TCL,2199,20000,自营,15000,50,50
229,格力,2899,20000,"自营,满10000-300",15000,50,50
93,奥克斯,2099,20000,"自营,厂商配送,赠",14000,50,50
245,奥克斯,2099,20000,"自营,厂商配送",14000,50,50
275,格力,3199,50000,免邮,14000,100,100
310,格力,3499,50000,"免邮,满10000-300",14000,100,100
360,奥克斯,2099,20000,"自营,厂商配送,新品,赠",14000,50,50
403,荣事达,1209,20000,无,14000,90,90
457,富士通,3868,20000,"自营,秒杀",14000,40,40
72,荣事达,1159,50000,免邮,13000,300,300
181,大金,3999,20000,自营,13000,30,30
254,荣事达,1309,50000,免邮,13000,300,300
287,荣事达,1359,50000,无,13000,300,300
302,荣事达,1459,50000,无,13000,300,300
317,海尔,2999,20000,"自营,券999-30,满5000-200",13000,30,30
370,海尔,7999,20000,"自营,厂商配送,券5999-500",13000,30,30
420,荣事达,1459,50000,无,13000,300,300
79,康佳,2999,20000,自营,12000,40,40
193,美的,8599,20000,"自营,券999-100",12000,50,50
419,美的,8599,20000,自营,12000,50,50
155,格力,6199,20000,自营,11000,40,40
182,科龙,4999,10000,"自营,券4000-200",11000,30,30
186,松下,3798,20000,"自营,2件9.7折",11000,50,50
187,松下,3298,20000,"自营,2件9.7折",11000,50,50
281,TCL,3099,20000,自营,11000,50,50
300,松下,3798,20000,自营,11000,50,50
323,美的,2499,10000,"京东物流,放心购,免邮,券2000-30",11000,30,30
329,TCL,1649,20000,自营,11000,20,20
335,松下,3298,20000,自营,11000,50,50
361,富士通,3199,10000,自营,11000,40,40
434,格力,5199,20000,自营,11000,40,40
320,格力,4999,20000,免邮,10000,60,60
446,MI,2399,20000,自营,10000,40,40
147,新科,1499,10000,自营,9900,30,30
208,新科,1999,10000,自营,9900,30,30
201,华凌,1899,10000,"自营,券3500-50",9400,10,10
224,华凌,1999,10000,"自营,券3500-50",9400,10,10
59,美的,2498,10000,"自营,闪购",9100,20,20
73,美的,2698,10000,"自营,闪购",9100,20,20
356,美的,14045,10000,"自营,厂商配送,闪购",9100,20,20
463,美的,2698,10000,"自营,闪购",9100,20,20
36,山水,1739,20000,"放心购,免邮,券1100-10,满999-10,",8700,90,90
61,山水,1379,20000,"放心购,免邮,券1100-10,满999-10,",8700,90,90
64,山水,1149,20000,"放心购,免邮,券1100-10,满999-10,",8700,90,90
264,山水,1709,20000,"放心购,满999-10,赠",8700,90,90
308,山水,1439,20000,"放心购,满999-10,赠",8700,90,90
332,山水,1229,20000,"放心购,满999-10,赠",8700,90,90
377,山水,1439,20000,"放心购,满999-10,赠",8700,90,90
12,奥克斯,5299,10000,自营,8000,10,10
183,奥克斯,6099,10000,自营,8000,10,10
297,奥克斯,6099,10000,"自营,券10000-500,每满6000-100",8000,10,10
464,奥克斯,5299,10000,"自营,券5000-200,每满5000-100",8000,10,10
219,夏新,1349,10000,3件9.8折,7400,40,40
110,华凌,1999,10000,"自营,券3500-50",7300,10,10
129,华凌,2099,10000,"自营,券3500-50",7300,10,10
6,海尔,1949,10000,自营,7200,10,10
347,格力,4199,20000,"自营,满10000-300",7000,40,40
374,格力,12199,10000,自营,6900,30,30
339,小米,5999,10000,自营,6500,20,20
390,小米,6999,10000,自营,6500,20,20
178,格力,4599,20000,"自营,满10000-300",6400,60,60
386,格力,4599,20000,自营,6400,60,60
378,奥克斯,5099,5000,"自营,券10000-500,每满5000-200",5800,0,0
42,海尔,2099,20000,"秒杀,免邮,券999-30,赠",5500,30,30
286,美的,2499,10000,"自营,厂商配送,券999-30",5500,20,20
88,富士通,4599,5000,自营,4800,10,10
401,格力,7499,10000,"闪购,免邮,满10000-300",4600,30,30
402,美的,4800,100,无,4600,30,30
188,科龙,4399,5000,自营,4500,10,10
69,奥克斯,1899,10000,无,4300,30,30
91,奥克斯,1788,10000,无,4300,30,30
192,MI,2999,5000,自营,4300,10,10
267,格力,4099,10000,"自营,满10000-300",4300,20,20
283,奥克斯,1868,10000,自营,4300,30,30
365,格力,3899,10000,自营,4300,20,20
453,格力,2399,1000,无,4300,10,10
456,奥克斯,2028,10000,自营,4300,30,30
153,1.5,1189,5000,无,3900,0,0
427,1.5,1209,5000,无,3900,0,0
429,1.5,1189,5000,无,3800,0,0
126,深松,1209,5000,无,3700,0,0
141,深松,1259,5000,无,3700,0,0
278,深松,1409,5000,无,3700,0,0
298,深松,1409,5000,无,3700,0,0
366,海信,2199,5000,"自营,厂商配送,赠",3400,0,0
369,海信,4599,5000,"自营,厂商配送",3400,0,0
380,海信,2099,5000,"自营,厂商配送",3400,0,0
71,荣事达,1209,10000,免邮,3300,70,70
150,申花,1099,5000,无,3300,10,10
235,荣事达,1309,10000,免邮,3300,70,70
236,美的,2099,70,无,3300,70,70
290,荣事达,1159,10000,免邮,3300,70,70
325,华凌,2098,5000,"京东物流,放心购,券5000-100",3300,10,10
465,深松,500,5000,无,3300,0,0
431,科龙,2349,5000,无,3200,20,20
1,奥克斯,1898,5000,秒杀,3100,10,10
13,奥克斯,1768,5000,秒杀,3100,10,10
29,奥克斯,1899,5000,无,3100,10,10
51,奥克斯,1899,5000,自营,3100,10,10
56,奥克斯,1899,5000,无,3100,10,10
81,奥克斯,1788,5000,无,3100,10,10
244,奥克斯,3499,5000,自营,3100,10,10
358,奥克斯,3499,5000,无,3100,10,10
359,格力,1499,1000,无,3100,10,10
74,美的,2299,5000,"自营,券2000-30",3000,0,0
246,美的,2499,5000,"自营,券2000-30",3000,0,0
433,澳柯玛,1759,5000,自营,3000,10,10
261,海尔,5599,5000,"免邮,券1999-30,每满5500-200",2700,0,0
348,格力,5199,10000,"京东物流,放心购,免邮",2700,20,20
373,格力,2999,10000,无,2700,40,40
280,志高,1699,5000,赠,2600,10,10
22,海尔,2399,5000,免邮,2500,10,10
190,格力,8999,10000,"自营,厂商配送,赠",2500,30,30
296,美的,6599,2000,"自营,券2000-30,满7000-100",2500,0,0
240,新科,1499,2000,无,2400,0,0
162,华凌,3229,2000,"自营,每满3229-30",2300,0,0
165,华凌,3229,2000,自营,2300,0,0
166,格力,1689,2000,无,2300,0,0
40,格力,2799,10000,券2000-50,2200,30,30
87,科龙,2199,5000,"自营,券2000-100",2200,0,0
226,海尔,2299,2000,自营,2200,0,0
344,海尔,2299,2000,"自营,厂商配送",2200,0,0
32,奥克斯,2099,2000,放心购,2000,0,0
105,奥克斯,3488,2000,秒杀,2000,0,0
136,奥克斯,4348,2000,秒杀,2000,0,0
137,格力,1699,1000,无,2000,0,0
154,科龙,1899,2000,"自营,每满1800-150",2000,0,0
159,奥克斯,4348,2000,"自营,厂商配送",2000,0,0
222,奥克斯,2199,2000,"自营,厂商配送",2000,0,0
311,奥克斯,1999,2000,放心购,2000,0,0
411,奥克斯,5099,2000,"自营,每满5000-100",2000,0,0
49,科龙,2099,2000,自营,1800,10,10
70,华凌,2399,2000,"自营,满10000-300",1800,0,0
90,科龙,2099,2000,"自营,券2000-100,满1900-50",1800,10,10
133,荣事达,1209,10000,"京东物流,免邮",1700,10,10
191,荣事达,1159,10000,"京东物流,免邮",1700,10,10
231,荣事达,1309,10000,"京东物流,免邮",1700,10,10
161,华凌,3499,2000,自营,1600,0,0
309,海信,3499,2000,自营,1500,0,0
406,海信,4499,2000,自营,1500,0,0
50,海尔,2389,2000,"秒杀,免邮,券1999-30,每满2350-100",1300,10,10
210,雪花,1209,1000,无,1300,0,0
247,申花,1149,1000,无,1300,0,0
393,奥克斯,2299,2000,自营,1300,0,0
123,Mitsubishi,3599,2000,自营,1200,10,10
243,Mitsubishi,4099,2000,自营,1200,10,10
412,澳柯玛,1559,2000,2件9.9折,1200,10,10
467,澳柯玛,1399,2000,2件9.9折,1200,10,10
202,山水,1599,2000,"免邮,券999-10,满1000-10,赠",1100,10,10
225,山水,1099,2000,赠,1100,10,10
237,山水,1379,2000,"免邮,券999-10,满1000-10,赠",1100,10,10
238,美的,2199,70,无,1100,10,10
301,日立,3299,2000,"自营,赠",1100,0,0
355,日立,3399,2000,"自营,厂商配送,赠",1100,0,0
437,TCL,1999,1000,京东物流,1100,0,0
438,格力,2399,1000,无,1100,0,0
452,山水,1619,2000,"免邮,券999-10,满1000-10,赠",1100,10,10
458,山水,1709,2000,"免邮,券999-10,满1000-10,赠",1100,10,10
39,华凌,2089,2000,"放心购,秒杀,免邮,券5000-100",1000,0,0
197,志高,1699,2000,无,1000,10,10
213,美的,2799,1000,"京东物流,放心购,券100-30",1000,0,0
214,空调,1280,71,无,1000,0,0
352,海尔,1899,2000,"京东物流,放心购,免邮",1000,0,0
242,奥克斯,1788,2000,自营,900,0,0
436,松下,3768,2000,放心购,900,0,0
30,奥克斯,1788,2000,"自营,厂商配送",800,0,0
62,奥克斯,1788,2000,无,800,0,0
220,山水,1299,2000,满999-10,800,0,0
232,山水,1149,2000,满999-10,800,0,0
351,TCL,5649,2000,自营,800,0,0
362,山水,1149,2000,"免邮,券99-10,满999-10",800,0,0
375,澳柯玛,1729,1000,无,800,0,0
172,科龙,3399,1000,自营,700,0,0
203,海信,2199,1000,"自营,厂商配送,券2299-100,赠",700,0,0
239,海信,2099,1000,"自营,厂商配送",700,0,0
276,海信,2199,1000,"自营,厂商配送",700,0,0
279,小米,2299,2000,"券3000-50,赠",700,0,0
385,海信,2099,1000,"自营,厂商配送,赠",700,0,0
439,海信,2189,2000,放心购,700,0,0
241,荣事达,1749,2000,自营,600,0,0
383,美的,2499,1000,自营,600,0,0
387,小米,2099,1000,免邮,600,0,0
409,华凌,2399,1000,自营,600,0,0
413,荣事达,1209,2000,"自营,厂商配送",600,0,0
475,华凌,2199,1000,无,600,0,0
476,COLMO,17999,1,自营,600,0,0
477,奥克斯,2399,100000,自营,600,0,0
478,美的,5499,5000,"自营,券2000-30",600,0,0
479,TCL,4499,200000,"自营,新品",600,0,0
480,美的,2499,100000,"京东物流,放心购,免邮,券2000-30",600,0,0
481,1.5,1589,200,赠,600,0,0
482,奥克斯,4199,2000,自营,600,0,0
483,长虹,2099,200000,自营,600,0,0
484,格力,3199,1000000,自营,600,0,0
485,美的,3508,0,赠,600,0,0
486,金正,1208,0,赠,600,0,0
487,志高,1699,2000,赠,600,0,0
488,格力,3399,94,无,600,0,0
489,奥克斯,2288,0,秒杀,600,0,0
490,大金,3999,0,自营,600,0,0
491,小米,2248,0,无,600,0,0
492,山水,1439,0,"放心购,满999-10,赠",600,0,0
493,CHEBLO,2648,0,满999-50,600,0,0
494,美的,4368,0,赠,600,0,0
495,海尔,2499,0,自营,600,0,0
496,奥克斯,3999,0,"自营,券5000-200,每满3000-200",600,0,0
497,黎耀智造,240196,0,自营,600,0,0
498,美的,2699,0,"京东物流,放心购,免邮,券2000-30",600,0,0
499,科龙,5999,0,自营,600,0,0
500,夏新,1167,0,无,600,0,0
501,空调,1430,0,无,600,0,0
502,海信,2269,0,"自营,秒杀",600,0,0
503,山水,1479,0,"满1000-10,赠",600,0,0
504,科龙,4799,0,"自营,每满4700-400",600,0,0
505,奥克斯,1110,0,"满488-10,赠",600,0,0
506,格力,9999,0,"自营,满10000-300",600,0,0
507,海尔,2499,0,无,600,0,0
508,美的,3239,0,赠,600,0,0
509,荣事达,1599,0,自营,600,0,0
510,海尔,5299,0,无,600,0,0
511,澳柯玛,1557,0,满2000-30,600,0,0
512,美的,6799,0,"京东物流,券999-100,满1000-100",600,0,0
513,TCL,2189,0,"京东物流,放心购,闪购,免邮",600,0,0
514,格力,2399,0,无,600,0,0
515,格力,2599,0,券2000-50,600,0,0
516,美的,2298,0,赠,600,0,0
517,1.5,1199,0,"免邮,券999-100",600,0,0
518,大金,4099,0,"放心购,1件9.5折",600,0,0
519,海信,3699,0,"自营,每满3600-100",600,0,0
520,格力,1699,0,无,600,0,0
521,飞利浦,3899,0,"自营,满3000-300,赠",600,0,0
522,1.5,1479,0,赠,600,0,0
523,美的,2109,0,赠,600,0,0
274,海尔,1899,1000,自营,500,0,0
319,GCHV,11380,1000,自营,500,0,0
321,夏新,1349,1000,3件9.8折,500,0,0
400,海尔,2449,1000,自营,500,0,0
470,荣事达,1209,2000,无,500,0,0
24,海尔,7799,500,无,400,0,0
169,科龙,4199,1000,自营,400,0,0
256,华凌,1999,500,无,400,0,0
330,TCL,4999,500,自营,400,0,0
342,RZE,1209,500,无,400,0,0
345,美的,6499,500,"自营,券2000-30,满7000-100",400,0,0
441,美的,1879,500,赠,400,0,0
442,小米,3199,1000,"自营,厂商配送",400,0,0
295,松下,6999,500,"自营,2件9.7折",300,0,0
113,美的,2699,500,"自营,券999-30",200,0,0
152,山水,1149,500,"放心购,满999-10",200,0,0
218,先科,1299,500,无,200,0,0
233,荣事达,1209,1000,无,200,0,0
258,海尔,2699,500,"放心购,每满2669-200",200,0,0
285,荣事达,1159,1000,无,200,0,0
364,1.5,1579,200,"免邮,赠",200,0,0
384,1.5,1249,200,"免邮,赠",200,0,0
408,格力,2699,1000,自营,200,0,0
418,1.5,1589,200,赠,200,0,0
450,美的,2899,500,自营,200,0,0
48,美的,1899,200,赠,100,0,0
67,美的,1899,200,"券999-10,赠",100,0,0
82,长虹,1849,200,无,100,0,0
95,美的,1898,200,"券2999-20,赠",100,0,0
128,奥克斯,1489,200,"满1199-20,赠",100,0,0
194,小米,1999,500,无,100,0,0
209,奥克斯,1863,200,"满1199-20,赠",100,0,0
255,海尔,2399,200,自营,100,0,0
259,新飞,1309,500,无,100,0,0
304,美的,1899,200,赠,100,0,0
307,美的,2098,200,赠,100,0,0
315,美的,2108,200,赠,100,0,0
316,格力,1729,500,无,100,0,0
394,美的,2298,200,赠,100,0,0
407,新飞,1159,500,无,100,0,0
417,奥克斯,1573,200,"满1199-20,赠",100,0,0
449,奥克斯,1728,200,"满1199-20,赠",100,0,0
460,小米,3689,200,无,100,0,0
196,CHEBLO,1248,200,满999-50,90,0,0
221,先科,1359,90,"新品,免邮,赠",90,0,0
396,美的,2499,100,"自营,厂商配送,券999-30",70,0,0
430,美的,2499,100,自营,70,0,0
204,美的,3528,100,赠,60,0,0
376,小米,2299,200,"免邮,券1000-30",60,0,0
415,美的,3528,100,赠,60,0,0
454,美的,5399,100,满999-100,60,0,0
455,美的,3299,4,无,60,0,0
459,小米,2299,200,无,60,0,0
43,海尔,2399,200,无,50,0,0
391,松下,2898,100,免邮,50,0,0
143,1.5,980,200,免邮,40,0,0
144,格力,1239,2000,无,40,0,0
145,格力,2599,1000,无,40,0,0
157,RZE,1729,500,新品,40,0,0
160,RZE,1249,500,新品,40,0,0
164,1.5,1209,200,无,40,0,0
395,RZE,1579,500,新品,40,0,0
397,航天,1199,78,无,40,0,0
34,格力,2999,100,"京东物流,放心购,免邮,券999-30",30,0,0
299,格力,2799,100,"京东物流,放心购,免邮,券999-30",30,0,0
314,松下,1336,200,无,30,0,0
327,松下,1186,200,无,30,0,0
334,美的,1899,88,赠,30,0,0
353,格力,2369,100,"自营,厂商配送",30,0,0
381,美的,2099,69,赠,30,0,0
399,先科,1250,69,无,30,0,0
443,华凌,3299,86,自营,30,0,0
251,1.5,1749,100,无,20,0,0
262,1.5,1419,100,无,20,0,0
263,荣事达,1359,100,"京东物流,免邮",20,0,0
268,荣事达,1209,100,"京东物流,免邮",20,0,0
473,1.5,1249,100,无,20,0,0
23,小米,1858,83,无,10,0,0
199,SANKUAIJIAO,1209,65,免邮,10,0,0
215,先科,1499,100,赠,10,0,0
223,先科,1599,100,赠,10,0,0
250,格力,2799,29,"京东物流,放心购,免邮,券999-30",10,0,0
252,小米,1858,53,无,10,0,0
266,先科,1499,100,赠,10,0,0
291,先科,1599,100,赠,10,0,0
292,美的,2299,79,无,10,0,0
142,海信,3288,13,自营,0,0,0
167,康佳,1199,65,免邮,0,0,0
184,奥克斯,3249,0,自营,0,0,0
198,航天,1358,22,无,0,0,0
200,金正,1208,0,赠,0,0,0
207,海尔,2399,21,自营,0,0,0
211,春兰,1899,16,自营,0,0,0
212,三菱,14999,1,自营,0,0,0
257,夏新,1299,9,自营,0,0,0
326,金正,1459,0,赠,0,0,0
328,格力,2799,5,"京东物流,免邮",0,0,0
331,海尔,5299,4,无,0,0,0
333,海尔,5499,17,自营,0,0,0
340,金正,1058,0,"新品,免邮,赠",0,0,0
363,澳柯玛,1719,8,无,0,0,0
367,春兰,1899,16,无,0,0,0
368,华凌,4599,200,无,0,0,0
371,飞利浦,3699,0,满赠,0,0,0
379,金正,1208,44,"新品,免邮,赠",0,0,0
382,美的,5844,5,自营,0,0,0
389,奥克斯,1229,0,"新品,免邮,满488-10,赠",0,0,0
405,1.5,1189,8,无,0,0,0
416,克来沃,1037236,0,自营,0,0,0
421,山水,1349,0,"满199-10,赠",0,0,0
423,志高,500,11,无,0,0,0
426,美的,3276,2,赠,0,0,0
428,海信,3789,22,自营,0,0,0
440,夏新,1299,14,无,0,0,0
444,美的,3508,0,赠,0,0,0
461,东芝,43999,1,自营,0,0,0
469,夏新,1269,9,自营,0,0,0
472,黎耀智造,254870,0,自营,0,0,0
474,奥克斯,4099,0,"自营,品质认证",0,0,0
