商品标题,商品价格,评论量,标签,商品详情页
长虹（CHANGHONG) 大3匹熊猫懒新能效空调柜机变频冷暖空调立式京东小家智能生态 KFR-72LW/ZDTTW1+R3,3899,10万+,自营,https://item.jd.com/100015826774.html
奥克斯(AUX)空调出品华蒜大1.5匹 新能效变频冷暖节能自清洁家用出租房壁挂式空调挂机35G/BpR3HSQK15(B3,1767,5000+,秒杀,https://item.jd.com/100040980189.html
海信（Hisense）1.5匹 自然风 新一级能效变频冷暖APP智控壁挂式空调挂机 京东小家智能生态 KFR-33GW/EF20A1,2199,10万+,自营,https://item.jd.com/5129535.html
长虹（CHANGHONG)1.5匹新一级变频冷暖 独立除湿空调挂机京东小家智能生态KFR-35GW/ZDTCW1+R1以旧换新,2099,20万+,自营,https://item.jd.com/100015758004.html
华凌空调 新一级能效 变频冷暖 大风口1.5匹客厅卧室挂式空调挂机智能遥控 京东小家 KFR-35GW/N8HL1,2199,20万+,"自营,满10000-300",https://item.jd.com/100016943563.html
湿美（MSSHIMEI）BKFR-12.0(5P) 防爆空调工业防爆柜式空调机可用于实验室危化品仓库调漆室【企业采购】,22500,2,"自营,厂商配送",https://item.jd.com/100028216474.html
RZE(上门安装）空调挂机大1p1.5匹单冷暖新空调家用出租房壁挂式空调节能省电 正1P单冷【全铜管】-不含安装,980,500+,新品,https://item.jd.com/10066921612305.html
格力（GREE）空调 京东小家智能生态 1.5匹 云锦Ⅱ 新1级能效 壁挂式卧室挂机(KFR-35GW/NhAd1BAj),3499,50万+,"自营,满10000-300",https://item.jd.com/100017827420.html
海尔(Haier) 1.5匹静悦护眠空调新一级变频省电卧室挂式挂机京东小家智能KFR-35GW/01KGC81U1以旧换新,2599,20万+,"自营,券999-30,满5000-200",https://item.jd.com/100026673928.html
长虹（CHANGHONG）1.5匹新能效 变频冷暖 舒适防直吹技术 壁挂式卧室空调挂机 KFR-35GW/ZDAYW1+R3以旧换新,1999,20万+,自营,https://item.jd.com/100037960978.html
格力（GREE）空调 京东小家智能生态 3匹 云逸-Ⅱ 1级能效 客厅空调立式柜机KFR-72LW/NhGm1BAj,7029,20万+,"自营,每满7029-30",https://item.jd.com/100010607429.html
湿美（MSSHIMEI）JHMS-50B 酒窖精密空调吊顶管道恒温恒湿空调机酒窖红酒专柜车间【企业采购】,79300,500+,"自营,厂商配送",https://item.jd.com/100015418967.html
格力（GREE）空调 京东小家智能生态 3匹 云颜 新1级能效 客厅空调立式柜机KFR-72LW/NhPa1BAj,7199,10万+,自营,https://item.jd.com/100022875450.html
格力（GREE）大1匹 云佳 新一级能效 变频冷暖 自清洁 壁挂式空调挂机KFR-26GW/NhGc1B,2829,300万+,"自营,每满2829-30",https://item.jd.com/100019386658.html
山水（SANSUI）空调挂机大1匹1.5匹2匹冷暖定频家用壁挂式新风空调 低音省电 新国标 1P单冷【山水系列】 【上门安装】,1299,2万+,"放心购,免邮,券1100-10,满999-10,",https://item.jd.com/10052896897713.html
美的(Midea) 3匹 锐云 新一级能效 变频冷暖 自清洁 客厅空调柜机 京东小家智能自营KFR-72LW/N8XHA1,6699,20万+,"自营,券999-50,满10000-300",https://item.jd.com/100013212554.html
山水（SANSUI）空调挂机大1匹1.5匹2匹冷暖定频家用壁挂式新风空调 低音省电 新国标 大1P单冷【山水系列】 【上门安装】,1369,2万+,"放心购,秒杀,免邮,券1100-10,,",https://item.jd.com/10052896897714.html
湿美（MSSHIMEI）JHMS-09B 酒窖精密空调吊顶管道恒温恒湿空调机酒窖红酒专柜车间【企业采购】,36000,500+,"自营,厂商配送",https://item.jd.com/100028229302.html
奥克斯(AUX)空调出品华蒜大1.5匹 新一级能效 变频冷暖 节能自清洁 家用出租房卧室客厅 壁挂式挂机,1899,5000+,,https://item.jd.com/100044552961.html
格力（GREE）空调 京东小家智能生态 3匹云逸-Ⅱ 客厅空调立式空调柜机KFR-72LW/NhGm3BAj(珊瑚玉色),5999,20万+,自营,https://item.jd.com/100037374266.html
格力（GREE）大1匹 云佳 三级能效 变频冷暖 自清洁 壁挂式卧室空调挂机(KFR-26GW/NhGc3B 珊瑚玉色),2599,300万+,"自营,券999-50",https://item.jd.com/100015491508.html
RZE（上门安装）空调挂机大1p1.5匹单冷暖新空调家用出租房壁挂式空调节能 正1P单冷【全铜管】-不含安装,980,500+,新品,https://item.jd.com/10062523056570.html
格力（GREE）1.5匹 云恬 新1级能效 变频 自清洁 智能 壁挂式空调挂机KFR-35GW/NhAe1BG珊瑚玉色,3199,50万+,自营,https://item.jd.com/100008718537.html
奥克斯(AUX)空调出品华蒜大1.5匹 新能效变频冷暖节能自清洁家用出租房壁挂式空调挂机35G/BpR3HSQK15(B3,1788,5000+,,https://item.jd.com/100044552951.html
格力（GREE）大1匹 云佳 新一级能效 变频冷暖 自清洁 壁挂式空调挂机KFR-26GW/NhGd1B,2799,300万+,自营,https://item.jd.com/100041691424.html
美的（Midea）出品空调挂机 冷暖舒适小型壁挂式大1匹大1.5P2匹新一级能效变频宿舍家用新风 大1匹冷 暖 26HF3新三级【华凌】,1918,1,"新品,赠",https://item.jd.com/10066898184721.html
格力（GREE）1.5匹 京爽 新一级能效 变频冷暖 高温自清洁 壁挂式空调挂机KFR-35GW/(35587)FNhAd-B1,3199,50万+,自营,https://item.jd.com/100031961562.html
EBO 防爆空调1.5匹冷暖壁挂式危险品储能仓库实验室T4 IIC等级工业防爆上门安装BKFR-35G【企业专享】,7999,500+,"自营,厂商配送",https://item.jd.com/100035630013.html
海尔（Haier）静悦 1.5匹 变频 新能效 卧室冷暖空调挂机 智能 自清洁 KFR-35GW/02KBB83U1 以旧换新,2449,20万+,"自营,券999-30,满5000-200",https://item.jd.com/100017835101.html
格力空调 云佳大1匹/1.5匹 新一级能效 变频冷暖 自清洁 壁挂式空调挂机卧室 云佳【1.5匹】一级KFR-35GW/NhGc1B,2999,200+,"京东物流,放心购,免邮,券999-30",https://item.jd.com/10066941218480.html
荣事达（Royalstar）大1.5匹定频家用壁挂式空调挂机 卧室办公室节能除湿省电出租房宿舍客厅 大1P单冷 -适用10-16m2 包基础安装价（全国联保六年）,1359,5万+,免邮,https://item.jd.com/66462798892.html
美的(Midea) 空调 京东小家智能生态 3匹风酷 客厅空调 变频空调立式柜机 KFR-72LW/N8MJC3,5599,20万+,"自营,秒杀,券999-50,满10000-300",https://item.jd.com/100010842175.html
海尔（Haier）新一级能效 静悦 1.5匹 变频 冷暖挂式空调挂机 智能 自清洁 KFR-35GW/01KBB81U1 以旧换新,2599,20万+,"自营,券999-30,满5000-200",https://item.jd.com/100014356677.html
海信（Hisense）空调立柜式柜机 新能效 变频冷暖 广域送风自清洁 智能wifi低噪3匹臻品KFR-72LW/EF19A3,4599,1000+,"自营,厂商配送",https://item.jd.com/100018291049.html
美的（Midea）3匹 风尊 新一级能效 变频冷暖 客厅空调立式 空调柜机 京东小家智能家电 KFR-72LW/N8MZB1,6998,200万+,"自营,秒杀,券999-50,满10000-300",https://item.jd.com/100020990995.html
TCL 大1匹 国标新能效 单冷空调 第六感＋强力除湿 壁挂式空调 挂式空调挂机KF-26GW/XQ11(5)卧室,1649,50万+,自营,https://item.jd.com/100008168465.html
海信（Hisense）1.5匹 净呼吸 5A除菌舱 新一级冷暖智能防直吹壁挂式空调挂机KFR-35GW/S550-X1【一价全包版】,2699,20万+,"自营,券1500-120",https://item.jd.com/100033717031.html
美的（Midea）1.5匹 风尊 时尚版 新一级能效 变频冷暖 壁挂式空调挂机 京东小家智能家电 KFR-35GW/N8MXC1,3029,50万+,"自营,券999-30,每满3000-30",https://item.jd.com/100035322562.html
海尔空调出品 挂机1.5匹 变频新一级统帅独立除湿壁挂式卧室冷暖两用内外机自清洁静音家用节能 【1.5匹变频新一级】【独立除湿自清洁】-22年款,2399,5000+,"免邮,券999-30",https://item.jd.com/10028852589654.html
华凌（WAHIN）1.5匹 新三级能效 变频冷暖 壁挂式空调挂机 智能家电 手机智能遥控 自营 KFR-35GW/N8HA3,1999,2000+,"自营,厂商配送",https://item.jd.com/100015502901.html
奥克斯(AUX)空调挂壁式大1.5匹冷暖一级能效自清洁大1匹单冷暖定速家用卧室节能除湿出租房宿舍2匹 (航天)1匹单冷上门安装(全国联保）,1489,200+,"满1199-20,赠",https://item.jd.com/10064811857807.html
康佳（KONKA）2匹 新能效 第四代自清洁 一键节能 变频客厅空调 立式圆柱柜机 KFR-51LW/YC3,2999,2万+,自营,https://item.jd.com/100031447728.html
美的（Midea）1.5匹 风尊 科技版 新一级能效 变频冷暖 壁挂式空调挂机 京东小家智能家电 KFR-35GW/N8MXC1,3098,50万+,"自营,秒杀,券999-30,满10000-300",https://item.jd.com/100020126913.html
荣事达（Royalstar）大1.5匹定频家用壁挂式空调挂机 卧室办公室节能除湿省电出租房宿舍客厅 正1匹单冷 -适用10-15m2 包基础安装价（全国联保六年）,1309,5万+,免邮,https://item.jd.com/66462798891.html
统帅（Leader）风管机一拖一3匹中央空调海尔出品3p嵌入式客厅空调直流变频除菌自清洁KFRd-72NW/72DDB82ST,6599,1000+,"自营,厂商配送",https://item.jd.com/100028127513.html
海尔（Haier）大1匹 静悦 变频 卧室冷暖空调挂机 新一级能效 智能 自清洁 KFR-26GW/B1KBB81U1 以旧换新,2449,20万+,"自营,券999-30,满5000-200",https://item.jd.com/100018577497.html
山水（SANSUI）空调挂机大1匹1.5匹2匹冷暖定频家用壁挂式新风空调 低音省电 新国标 大1.5P冷暖【山水系列】 【上门安装】,1739,2万+,"放心购,免邮,券1100-10,满999-10,",https://item.jd.com/10052896897720.html
格力（GREE）空调 京东小家智能生态 3匹云锦-Ⅱ 1级能效 客厅空调立式柜机KFR-72LW/NhAg1BAj,7498,10万+,"自营,秒杀,满10000-300",https://item.jd.com/100011758789.html
华凌空调 新一级能效 变频冷暖 超大风口 1.5匹 客厅卧室空调挂机 升级电量查询 KFR-35GW/N8HE1Pro,2499,2000+,"自营,满10000-300",https://item.jd.com/100041625567.html
【新国标】格力 空调 云佳 变频冷暖 正1.5匹 三级能效 挂机 易拆洗 节能省电 净菌自洁,2799,1万+,券2000-50,https://item.jd.com/10031702813177.html
海信（Hisense）空调大1匹 新一级能效 变频 自清洁 手机智控壁挂式空调冷暖臻品KFR-26GW/EF20A1,2099,1000+,"自营,厂商配送",https://item.jd.com/100034741742.html
格力（GREE）空调 京东小家智能生态 2匹云逸-Ⅱ 客厅空调立式空调柜机KFR-50LW/NhGm3BAj(珊瑚玉色),4999,20万+,自营,https://item.jd.com/100021494927.html
海尔（Haier）3匹 静悦新一级变频省电客厅空调立式柜机 京东小家智能 KFR-72LW/28KCA81U1(冰雪白) 以旧换新,6299,10万+,"自营,券999-30,满10000-400",https://item.jd.com/100017835123.html
海尔（Haier） 新一级 3匹 致樽 变频立式客厅空调柜机 自清洁 除PM2.5 KFR-72LW/81@U1-Up 以旧换新,6499,5万+,自营,https://item.jd.com/100011461620.html
科龙空调 立柜式 新能效升级 变频冷暖 低噪 智能wifi 智能双清洁 圆柱客厅柜机 以旧换新 3匹 KFR-72LW/FM1-A3 金镶玉系列,4399,5000+,"自营,券1500-120",https://item.jd.com/65416123656.html
海信（Hisense）1.5匹 自然风 新一级能效 大风量速冷暖 APP智能变频防直吹壁挂式挂机 KFR-35GW/E370-X1,2299,20万+,自营,https://item.jd.com/100020178231.html
统帅(Leader)海尔出品2匹冷暖家用柜机空调立式新一级能效圆柱变频节能自清洁空调KFR-50LW/02WDB81TU1,4699,1000+,"自营,厂商配送",https://item.jd.com/100019892597.html
荣事达（Royalstar）大1.5匹定频家用壁挂式空调挂机 卧室办公室节能除湿省电出租房宿舍客厅 大1P单冷 -适用10-16m2 自行安装(全国联保六年）,1209,5万+,免邮,https://item.jd.com/66462798889.html
海尔(Haier) 大1匹 静悦 新一级 变频省电冷暖卧室挂式空调挂机光感护眠KFR-26GW/B1KGC81U1 以旧换新,2449,20万+,"自营,券999-30,满5000-200",https://item.jd.com/100021887029.html
海尔空调出品大1\/1.5匹一级能效智能变频低噪冷暖两用挂机壁挂式家用自清洁统帅 以旧换新 捡漏款1匹快速冷暖智能物联,2099,2万+,"免邮,券999-30,赠",https://item.jd.com/10035924447883.html
RZE(上门安装）空调挂机大1p1.5匹单冷暖新空调家用出租房壁挂式空调节能省电 正1P单冷【全铜管】-上门安装,1289,500+,新品,https://item.jd.com/10066921612306.html
志高空调大3匹定频冷暖方体立式柜机包基础安装,4399,2000+,放心购,https://item.jd.com/10036107110225.html
澳柯玛（AUCMA）空调挂机 大1匹/1.5匹/2P/3P 新能效 家用卧室出租房壁挂式节能除湿 家电 以旧换新 可开专票 大1匹【单冷-无制热】【自行安装,1249,5万+,"放心购,免邮,满2000-30",https://item.jd.com/65139915261.html
格力（GREE）1匹 京爽 新一级能效 变频冷暖 高温自清洁 壁挂式空调挂机 KFR-26GW/(26587)FNhAe-B1,2999,100+,自营,https://item.jd.com/100050248071.html
荣事达（Royalstar）大1.5匹定频家用壁挂式空调挂机 卧室办公室节能除湿省电出租房宿舍客厅 正1匹单冷 -适用10-15m2 自行安装(全国联保六年）,1159,5万+,免邮,https://item.jd.com/66462798888.html
荣事达（Royalstar）大1.5匹定频家用壁挂式空调挂机 卧室办公室节能除湿省电出租房宿舍客厅 大1P冷暖-适用10-16m2 自行安装(全国联保六年）,1459,5万+,免邮,https://item.jd.com/10026801069940.html
爱心东东【送货上门】空调挂机大1P1.5匹单冷暖定频家用壁挂式节能省电 出租房小型宿舍 大1P冷暖+上门安装【全国联保十年】先科,1599,100+,赠,https://item.jd.com/10066853855540.html
三菱重工空调1.5匹 一级能效 全直流变频 冷暖家用卧室壁挂式空调挂机KFR-35GW/ATVBp,6699,200+,"自营,厂商配送",https://item.jd.com/100048632487.html
小米（MI）小米空调1.5匹 新能效 变频冷暖 智能自清洁 壁挂式卧室空调挂机 KFR-35GW/N1A3 小米互联网（1.5匹/变频/三级能效）,1929,100+,,https://item.jd.com/10066384216832.html
爱心东东SANKUAIJIAO（上门安装）空调挂机云佳大1p1.5匹单冷暖新风空调家用卧室出租房壁挂式节能省电 正1P单冷-上门安装【适用15-20m2】,1209,62,免邮,https://item.jd.com/10067426244738.html
华凌空调 新一级能效 变频冷暖 大风口 1匹 客厅卧室挂式空调挂机智能遥控 京东小家 KFR-26GW/N8HL1,2099,20万+,"自营,满10000-300",https://item.jd.com/100030560392.html
奥克斯(AUX)旗下 华蒜大1.5匹 新一级变频冷暖家用壁挂式节能空调挂机 独立除湿 节能ECO 自清洁,1897,5000+,秒杀,https://item.jd.com/100028603911.html
海尔空调1.5匹变频冷暖 节能舒适风 一键自清洁 家用大风量 独立除湿 壁挂式卧室挂机 1.5匹舒适风@新一级变频+10月上新+内外自清洁,2699,500+,"放心购,每满2669-200",https://item.jd.com/10061961064862.html
荣事达（Royalstar）1.5p家用冷暖壁挂式空调 卧室办公室节能除湿省电宿舍 1.5匹冷暖包基础安装企业专享,1709,2000+,"自营,厂商配送",https://item.jd.com/100038622202.html
奥克斯(AUX)大3匹空调 新能效变频冷暖自清洁空调 立式客厅空调柜机 一键舒风超远送风自动水洗 华蒜,4348,5000+,秒杀,https://item.jd.com/100044552937.html
荣事达（Royalstar）大1p定频家用壁挂式空调 卧室办公室节能省电出租房宿舍大1p单冷包基础安装企业专享,1359,2000+,"自营,厂商配送",https://item.jd.com/100038633470.html
RZE(上门安装）空调挂机大1p1.5匹单冷暖新空调家用出租房壁挂式空调节能省电 正1P冷暖【全铜管】-上门安装,1599,500+,,https://item.jd.com/10066921612308.html
奥克斯 (AUX) 3匹 京淑 新一级 语音小精灵 大风口 客厅立式空调柜机(KFR-72LW/BpR3AQE28(B1)),6699,20万+,自营,https://item.jd.com/100027155963.html
美的（Midea）集团出品空调柜机3匹一级变频立式空调冷暖客厅家用节能省电大2p新风 【热量款】两匹新三 级变频冷暖51HA3,3529,4,赠,https://item.jd.com/10066952107749.html
美的空调挂机 酷金 新一级能效 全直流变频 冷暖两用 四代自清洁 家用卧室省电壁挂式 大1匹 适合11~17m2,2499,10万+,自营,https://item.jd.com/10043368963745.html
格力（GREE）空调 京东小家智能生态 大1匹 云锦Ⅱ 新1级能效 壁挂式卧室挂机KFR-26GW/NhAd1BAj,3199,50万+,"自营,满10000-300",https://item.jd.com/100037374296.html
海尔空调出品 统帅1.5匹空调 新1级能效冷暖变频空调挂机 WiFi智控自清洁 700m3/h大循环风量 星际,2499,6,自营,https://item.jd.com/100041428968.html
RZE(上门安装）空调挂机大1p1.5匹单冷暖新空调家用出租房壁挂式空调节能省电 大1.5P单冷【全铜管】-上门安装,1609,500+,,https://item.jd.com/10066921647114.html
申花（SHENHUA）空调挂机家用壁挂式卧室立柜大风量节能省电新国标能效强劲制冷 正1匹单冷-12㎡内 JD上门安装,1249,10万+,"放心购,免邮",https://item.jd.com/25864924182.html
申花（SHENHUA）空调挂机家用壁挂式卧室立柜大风量节能省电新国标能效强劲制冷 正1匹单冷-12㎡内 无安装服务,1098,10万+,"放心购,秒杀,免邮",https://item.jd.com/25864924186.html
华凌（WAHIN）3匹 新三级能效 变频冷暖 客厅立式空调柜机 智能家电 手机智能遥控 自营 KFR-72LW/N8HF3,4299,1000+,"自营,厂商配送",https://item.jd.com/100051666035.html
格力（GREE）大1匹 京桂 新一级能效 变频冷暖 高温自清洁 壁挂式空调挂机 KFR-26GW/(26587)FNhAf-B1,2999,500+,自营,https://item.jd.com/100050248077.html
拍拍【尾货机】格力 中兴空调挂机1p大1.5匹单冷暖两用家用壁挂式客厅出租屋新风节能挂机 正一匹单冷 10-15m2【中兴】 不提供安装服务,1289,2000+,券3999-200,https://item.jd.com/10052962577432.html
小米（MI）大1匹 新一级能效 变频冷暖 智能自清洁 壁挂式卧室空调挂机 KFR-26GW/V1A1 以旧换新,2099,20万+,自营,https://item.jd.com/100026930165.html
小米（MI）大1匹 新能效 变频冷暖 智能自清洁 壁挂式卧室空调挂机 KFR-26GW/N1A3,1999,20万+,自营,https://item.jd.com/100049834951.html
奥克斯 (AUX) 大1.5匹 新3级能效 易拆银离子滤网 变频冷暖 (35AQE1(B3)京裕Ⅱ空调挂机,2099,2万+,"自营,赠",https://item.jd.com/100051215443.html
海信（Hisense）一拖二中央空调一级能效冷暖直流变频壁挂式分体家用挂机1拖2 35挂+26挂【企业专享】,7999,500+,"自营,厂商配送",https://item.jd.com/100024968672.html
TCL空调挂机 新一级能效 智慧柔风 大风量 快速制冷暖 节能低噪 家用小户型客厅 大卧室壁挂式 2匹挂机 一级能效 18-28㎡,3099,2万+,"自营,券999-10",https://item.jd.com/10048886578605.html
爱心东东【送货上门】空调挂机大1P1.5匹单冷暖定频家用壁挂式节能省电 出租房小型宿舍 正1P单冷+上门安装【全国联保十年】先科,1359,100+,赠,https://item.jd.com/10066853855536.html
志能高效空调大1.5匹冷暖定频/变频台松下出风挂机定速单冷3P壁挂式办公租房舒适节能省电 正1匹单冷-全铜管（不含安装）,1186,200+,,https://item.jd.com/10055013332187.html
申花（SHENHUA）空调挂机家用壁挂式卧室立柜大风量节能省电新国标能效强劲制冷 大1匹单冷-15㎡内 无安装服务,1148,10万+,"放心购,秒杀,免邮",https://item.jd.com/25864924188.html
云米（VIOMI）1.5匹 京东小家智能生态 变频冷暖Smart 2E 新三级 以旧换新 智能挂机 KFRd-35GW/Y3PQ4-A3,1799,5万+,自营,https://item.jd.com/100039042557.html
奥克斯（AUX）大1.5匹空调挂机倾静系列变频新三级冷暖节能家用卧室壁挂式空调挂机KFR-35GWBpR3AQF19(B3),2099,2万+,"自营,厂商配送",https://item.jd.com/100019892831.html
科龙（KELON）空调 1.5匹 新一级能效 舒适柔风 变频冷暖 自清洁 壁挂式挂机 青春派Pro KFR-35GW/QAA1(1P69),2169,20万+,"自营,秒杀",https://item.jd.com/100001170660.html
小米（MI）米家大1匹 新能效 单冷空调（仅制冷）清凉版 独立除湿 壁挂式卧室挂机 KF-26GW/C1A5,1599,5万+,自营,https://item.jd.com/100035363004.html
美的（Midea）2匹 风尊 新一级能效 变频冷暖 客厅空调立式 空调柜机 京东小家智能家电 KFR-51LW/N8MZB1,5999,200万+,"自营,券999-50,满10000-300",https://item.jd.com/100036618196.html
美的(Midea)空调 2匹风酷 新能效 智能变频冷暖 客厅空调立式柜机 KFR-51LW/N8MJC3京东小家智能生态,4599,20万+,"自营,券999-50,满10000-300",https://item.jd.com/100019881984.html
奥克斯（AUX）大1匹 新3级能效 易拆银离子滤网 变频冷暖 京裕Ⅱ空调挂机(KFR-26GW/BpR3AQE1(B3)) 独立除湿,2199,10万+,"自营,券5000-200,每满2000-200",https://item.jd.com/100020059662.html
统帅(Leader)海尔出品空调立式大3匹家用冷暖柜机新一级能效圆柱变频自清洁空调KFR-72LW/02WDB81TU1,5469,1000+,"自营,厂商配送",https://item.jd.com/100019892577.html
科龙空调 挂机 1.5匹 新一级能效 变频节能 智能WIFI 低噪 柔风 卧室壁挂式 以旧换新 KFR-35GW/QQA1 青春派Pro,2199,5000+,自营,https://item.jd.com/10034843054450.html
TCL 1.5匹 新一级能效变频冷暖 京鲤 智能 以旧换新 壁挂式空调挂机KFRd-35GW/D-XG21Bp(B1),2249,50万+,"自营,券300-30",https://item.jd.com/100013176602.html
华凌空调 新一级能效 空调立式 高温蒸汽自洁 3匹 客厅柜式空调柜机 京东小家KFR-72LW/N8HB1A以旧换新,5299,10万+,"自营,满10000-300",https://item.jd.com/100029578288.html
奥克斯（AUX）大1匹 新1级能效 易拆银离子滤网 变频冷暖 京裕Ⅱ空调挂机(KFR-26GW/BpR3AQE1(B1)) 独立除湿,2399,10万+,"自营,券5000-200,每满2000-200",https://item.jd.com/100020059640.html
海信（Hisense）1.5匹 自然风 新能效 变频冷暖 睡眠模式 快速制冷暖壁挂式卧室挂机 KFR-35GW/E25A3a,2099,5万+,自营,https://item.jd.com/100005053412.html
三菱 重工空调1.5匹 新3级能效 直流变频 冷暖家用卧室空调挂机KFR-35GW/QGVD5WBp,3499,500+,"自营,厂商配送",https://item.jd.com/100048948061.html
美的（Midea）空调 大1匹/1.5匹 新三级变频空调冷暖 自清洁智能低噪空调挂机 智弧 大1匹--智弧MJA3,2299,5000+,"自营,券2000-30,满2000-30",https://item.jd.com/10043322577067.html
RZE(上门安装）空调挂机大1p1.5匹单冷暖新空调家用出租房壁挂式空调节能省电 大1.5P冷暖【全铜管】-不含安装,1579,500+,,https://item.jd.com/10066923823540.html
海尔（Haier）1.5匹 京喜 新一级能效 智能 变频冷暖壁挂式卧室空调挂机 KFR-35GW/B1KJA81U1 以旧换新,3599,10万+,自营,https://item.jd.com/100017835099.html
华凌空调 2匹新一级 变频冷暖 大风量 智能互联 升级电量查询 卧室客厅空调挂机 KFR-50GW/N8HL1,3199,2000+,"自营,秒杀,每满3229-30",https://item.jd.com/100040314565.html
小米（MI） 米家1.5匹 睡眠款 新一级能效 变频冷暖 智能自清洁 壁挂式空调挂机 KFR-35GW/S1A1 以旧换新,2249,20万+,自营,https://item.jd.com/100021755350.html
美的空调 大1匹/1.5匹新一级能效全直流变频冷暖空调 双节能低噪 智能除菌环绕风家用挂机风尊 1.5匹：风尊时尚版MXC1,2999,1000+,放心购,https://item.jd.com/10047418444728.html
美的(Midea) 2匹 锐云 新一级能效 变频冷暖 自清洁 客厅空调柜机 京东小家智能自营KFR-51LW/N8XHA1,5699,20万+,"自营,券999-50,满10000-300",https://item.jd.com/100013212166.html
荣事达（Royalstar）空调2匹冷暖空调挂机定速节能轻音强力除湿宿迁家用制冷壁挂式 1P单冷-铝管适用房间8~12㎡KF-26GW 自主安装,1159,1万+,"京东物流,免邮",https://item.jd.com/10044336200922.html
小米（MI）3匹 新一级能效 变频冷暖 智能自清洁 客厅圆柱空调立式柜机 KFR-72LW/N1A1 以旧换新,4999,10万+,自营,https://item.jd.com/100018015890.html
奥克斯(AUX)空调挂壁式大1.5匹冷暖一级能效自清洁大1匹单冷暖定速家用卧室节能除湿出租房宿舍2匹 (航天)大1.5匹冷暖上门安装(全国联保）,1863,200+,"满1199-20,赠",https://item.jd.com/10064811857808.html
