商品标题,商品价格,评论量,店铺名字,标签,商品详情页,好评数量,中评数量,差评数量,分数
京品家电九阳（Joyoung） 肖战推荐 空气炸锅 智能可视机身可拆洗电炸锅蒸烤炸一体机电饭锅 KL40-SF100（天空系列）,665,10万+,,"自营,1件9折",https://item.jd.com/100013533791.html,(2.4万+),(300+),(300+),97%
康佳（KONKA） 空气炸锅 烤肉锅 家用多功能 智能触控玻璃内胆可视 低脂 无油煎炸空烤5L大容量 【旋钮款】操作简单 | 米黄金,199,2000+,,"自营,每满199-10",https://item.jd.com/10061226145250.html,(700+),(20+),(20+),95%
美的（Midea）初见P15 家用多功能空气炸锅电烤箱一体机 高效脱脂/可视化/循环热风免翻面 15L浅杏色PT1510,398,100万+,,自营,https://item.jd.com/100022306655.html,(46万+),(3200+),(3200+),98%
扬子空气炸锅家用5L6L7.5L大容量无油低脂电炸锅智能触屏预约定时可视透明全自动多功能不沾烤箱机 【火爆上市】 7.5L精准温控可视灰,239,2万+,,"京东物流,放心购,免邮",https://item.jd.com/10059090129590.html,(5900+),(70+),(70+),98%
苏泊尔（SUPOR） 空气炸锅 家用多功能3.5L大容量烤箱薯条机无油烟电炸锅 大功率无油低脂煎烤 KJ35D121,239,200+,,"京东物流,闪购,免邮,满239-60",https://item.jd.com/10066144039502.html,(50+),0,0,100%
奥克斯（AUX） 空气炸锅4.5L大容量家用智能触屏定时多功能无油烟电炸锅不沾低脂煎炸薯条机大功率 【网红款】液晶触屏 墨绿色,249,50万+,,"放心购,秒杀,免邮,每满249-70",https://item.jd.com/10023308637550.html,(6.6万+),(800+),(800+),97%
小熊（Bear）空气炸锅家用大功率无油烟低脂多功能电炸锅薯条机3.5L大容量 QZG-B14K5,279,2万+,,"自营,1件9折",https://item.jd.com/100025988678.html,(6100+),(70+),(70+),97%
扬子空气炸锅家用5L6L7.5L大容量无油低脂电炸锅智能触屏预约定时可视透明全自动多功能不沾烤箱机 【网红优选】 6L智能预约可视,249,2万+,,"京东物流,放心购,免邮",https://item.jd.com/10053550370696.html,(5900+),(70+),(70+),98%
HYUNDAI不用翻面可视空气炸锅家用智能5.5L大容量全自动多功能烤箱电炸锅,199,1000+,,,https://item.jd.com/100044721647.html,(800+),-1,-1,99%
苏泊尔（SUPOR）空气炸锅家用3L大容量电炸锅 蒸汽嫩炸多功能无油烟煎炸薯条机烤箱KD30DQ815,310,50万+,,"自营,1件9折",https://item.jd.com/100008878691.html,(8万+),(900+),(900+),97%
九阳（Joyoung） 肖战推荐 空气炸锅家用多功能 3L大容量 无油烟电炸锅 精准控温 大功率烤箱薯条机 KL30-VF172,259,20万+,,"自营,券199-10,1件9折",https://item.jd.com/100007481551.html,(3.7万+),(300+),(300+),98%
苏泊尔（SUPOR）空气炸烤箱13L大容量家用无油多层烘烤 多功能台式小型烤箱K13FC816,621,2万+,,"自营,1件9折",https://item.jd.com/100020567867.html,(7600+),(100+),(100+),96%
京东京造 空气炸锅家用多功能4.5L大容量 不沾易清洗 准确定时无油煎炸家用烤箱 元旦礼物年货节,229,10万+,,"自营,闪购,每满220-10,赠",https://item.jd.com/100028885572.html,(1.1万+),(100+),(100+),98%
美的（Midea）智能空气炸锅3.8L容量APP互联触控 低油轻脂不粘 家用烤箱薯条多功能电炸煎炸KZ40Q6-405XM,309,10万+,,"自营,闪购,1件9折",https://item.jd.com/100021684912.html,(2.1万+),(200+),(200+),98%
美的（Midea）空气炸锅 轻油空气炸锅家用新款大容量全自动多功能电炸锅薯条机 3L容量 森墨绿丨KZ30E201G,269,5万+,,"京东物流,放心购,免邮,每满269-90",https://item.jd.com/10022215509343.html,(8600+),(100+),(100+),97%
九阳 Joyoung空气炸锅烤箱 家用多功能 13L大容量 不用翻面 可视窗口 上下独立热风循环 KX13-VA501,499,50万+,,"自营,新品,券439-40",https://item.jd.com/100043118333.html,(19万+),(1500+),(1500+),98%
九阳（Joyoung）空气炸锅 家用智能多功能 3L大容量 无油烟电炸锅 精准控温 大功率烤箱薯条机 KL30-VF172,189.9,1万+,,"自营,闪购",https://item.jd.com/100027408940.html,(1500+),(10+),(10+),98%
海尔（Haier） 家用多功能 空气炸锅 3L大容量煎炸锅 无油低脂不粘大功率 智能互联 HA-M28E,189,200+,,自营,https://item.jd.com/100048375759.html,(50+),0,0,100%
苏宁宜品 空气炸锅家用 多功能透明可视化智能烤箱5L大容量 炸鸡薯条机无油低脂煎炸 5.5L机械款【可视化+50张炸锅纸】,219,1000+,,"京东物流,免邮,券109-30",https://item.jd.com/10063691597192.html,(400+),0,0,100%
美菱（MELING）空气炸锅6/7/8L大容量家用智能触屏可视定时 全自动多功能无油烟电炸锅不沾低脂煎炸薯条机 6L智能电子触控 米白色 L,209,1万+,,"免邮,券150-30",https://item.jd.com/10058457099275.html,(5000+),(10+),(10+),99%
九阳（Joyoung）空气炸锅家用智能多功能 5.5L大容量微蒸汽嫩烤电子空炸 无油烹炸薯条机 VF539【蒸汽嫩炸 派对容量】,459.9,1万+,,"自营,闪购,每满459-140",https://item.jd.com/10037573753250.html,(4600+),(30+),(30+),98%
利仁（Liven）空气炸锅家用5升大容量低脂无油电炸锅蒸汽炸锅 多功能炸烤一体烤箱薯条机KZ-J5027,219,20万+,,"自营,闪购",https://item.jd.com/100044565979.html,(3.6万+),(400+),(400+),97%
西屋（Westinghouse）空气炸锅5.5L大容量家用多功能微蒸汽嫩烤可视化电炸锅 WKZ50B17,599,2万+,,"自营,厂商配送",https://item.jd.com/100044820281.html,(1.2万+),(20+),(20+),99%
康佳（KONKA） 空气炸锅 烤肉锅 家用多功能 智能触控玻璃内胆可视 低脂 无油煎炸空烤5L大容量 【数码款】智能触控 | 米黄金,229,2000+,,"自营,每满229-10",https://item.jd.com/10061226145252.html,(700+),(20+),(20+),95%
美菱空气炸锅6L大容量家用定时全自动多功能无油烟电炸锅不沾低脂煎炸锅薯条机DC4094双旋钮机械款绿色,156,2万+,,自营,https://item.jd.com/100043698001.html,(1700+),(40+),(40+),92%
小熊（Bear）空气炸锅 家用多功能 5L大容量 大功率无油烟微电脑触控微蒸汽嫩 薯条电炸锅翻面提醒 QZG-D15W1,349,5万+,,"自营,每满339-50",https://item.jd.com/100018360731.html,(9400+),(80+),(80+),98%
山本（SHANBEN ）空气炸锅6L大容量智能家用全自动煎炸锅 多功能无油低脂电炸锅烤箱S-2109,321,20万+,,"自营,券279-10,1件9折",https://item.jd.com/100026747476.html,(6万+),(400+),(400+),98%
飞利浦（PHILIPS）空气炸锅 家用6L以上大容量不用翻面 双层锅体易清洗 减少90%油脂 8大预设功能9270/91,999,2万+,,自营,https://item.jd.com/100023503322.html,(4500+),(30+),(30+),98%
苏泊尔（SUPOR） 空气炸锅家用6L大容量电炸锅 无油低脂煎炸智能预约多功能炸薯条KD60D618 【智能预约】6L家庭容量 蓝色款,609,5万+,,"京东物流,放心购,免邮,每满609-220",https://item.jd.com/10026654953526.html,(1.4万+),(80+),(80+),98%
飞利浦（PHILIPS）空气炸锅 家用无油多功能电炸锅 海星底盘减少90%油脂 一机多用 精致小容量1-2人HD9100/80,479,5万+,,"自营,券470-100",https://item.jd.com/100022197117.html,(1.5万+),(80+),(80+),98%
