商品标题,商品价格,评论量,店铺名字,标签,商品详情页,好评数量,中评数量,差评数量,分数
爱心东东kudixiong全自动洗衣机大容量租房宿舍洗烘一体小型波轮智能热烘干 10公斤KG【蓝光洗护+智能风干+强动力电机】,599,0,,赠,https://item.jd.com/10068120248889.html,0,0,0,100%
爱心东东kudixiong全自动洗衣机大容量租房宿舍洗烘一体小型波轮智能热烘干 7公斤KG【蓝光洗护+智能风干+强动力电机】,499,0,,赠,https://item.jd.com/10068120248886.html,0,0,0,100%
爱心东东kudixiong全自动洗衣机大容量租房宿舍洗烘一体小型波轮智能热烘干 8.5公斤KG【蓝光洗护+智能风干+强动力电机】,579,0,,赠,https://item.jd.com/10068120248887.html,0,0,0,100%
爱心东东YANGZI全自动洗衣机10公斤大容量租房宿舍洗烘一体小型波轮智能热烘干 10KG强力风干【送货入户 全国联保】,589,2000+,,"2件9.98折,赠",https://item.jd.com/10063949140662.html,(300+),(10+),(10+),81%
爱心东东YANGZI全自动洗衣机10公斤大容量租房宿舍洗烘一体小型波轮智能热烘干 10KG智能风干【送货入户 全国联保】,549,2000+,,"2件9.98折,赠",https://item.jd.com/10063949140661.html,(300+),(10+),(10+),81%
爱心东东YANGZI全自动洗衣机10公斤大容量租房宿舍洗烘一体小型波轮智能热烘干 6KG强力风干【送货入户 全国联保】,479,2000+,,"2件9.98折,赠",https://item.jd.com/10063949140650.html,(300+),(10+),(10+),81%
爱心东东YANGZI全自动洗衣机10公斤大容量租房宿舍洗烘一体小型波轮智能热烘干 8KG强力风干【送货入户 全国联保】,509,2000+,,"2件9.98折,赠",https://item.jd.com/10063949140652.html,(300+),(10+),(10+),81%
爱心东东海尔（Haier）洗衣机全自动波轮小型租房宿舍神器中途添衣桶自洁智能称重一键启动 漂甩合一家用节能波轮 【旗舰款】海尔8公斤大神童波轮洗,898,100+,,"京东物流,免邮,赠",https://item.jd.com/10062681679194.html,(40+),0,0,100%
爱心东东全自动洗衣机10公斤大容量租房宿舍洗烘一体小型波轮智能热烘干 8.8KG智能风干【送货入户 全国联保】,559,2,,赠,https://item.jd.com/10067662144769.html,0,0,0,100%
爱心东东全自动洗衣机10公斤大容量租房宿舍洗烘一体小型波轮智能热烘干 8KG强力风干【送货入户 全国联保】,519,2,,赠,https://item.jd.com/10067662144766.html,0,0,0,100%
爱心东东全自动洗衣机洗烘一体家用衣水洗涤量智能波轮大容量风干 10KG强力风干【顺丰德邦送货入户】,488,3,,赠,https://item.jd.com/10067662090808.html,-1,0,0,100%
爱心东东荣事达全自动洗衣机10公斤大容量租房宿舍洗烘一体小型波轮智能热烘干 7公斤KG【蓝光洗护+智能风干+强动力电机】,479,100+,,赠,https://item.jd.com/10067920465340.html,(100+),0,0,100%
爱心东东洗衣机12公斤洗衣机全自动家用10kg热烘干波轮滚筒洗烘一体大容量 7.5公斤风干 冲量款 限购100台,479,10,,赠,https://item.jd.com/10066990227080.html,-2,0,0,100%
爱心东东洗衣机12公斤洗衣机全自动家用10kg热烘干波轮滚筒洗烘一体大容量 8.0公斤风干 冲量款 限购100台,499,10,,赠,https://item.jd.com/10066990227081.html,-2,0,0,100%
爱心东东洗衣机全自动10公斤波轮洗烘一体大容量租房宿舍智能家电节能省电小健康洗丁天鹅系列we 12kg高温热烘干+全国10年联保,979,1,,赠,https://item.jd.com/10067662118183.html,-1,0,0,100%
爱心东东小天鹅洗衣机全自动滚筒10公斤家用大容量京品家电除菌除螨全新升级旗舰尊贵款 【多彩触控屏】行业精选推荐,1798,200+,,"京东物流,每满1797-100,赠",https://item.jd.com/10059521773816.html,(100+),0,0,98%
奥克斯(AUX) 全自动波轮洗衣机 小型租房家用 洗脱一体 一键甩干脱水洗衣机 42 强力风干+仿生手洗 1人使用,428,1000+,,,https://item.jd.com/10058773618104.html,(200+),-5,-5,93%
奥克斯（AUX）波轮洗衣机 全自动 家用小型宿舍租房带甩干一键洗脱洗衣机 42 仿生手洗+10大程序 1人使用 母婴款,428,2万+,,"免邮,券428-20,赠",https://item.jd.com/10058388197107.html,(4100+),(70+),(70+),94%
奥克斯（AUX）波轮洗衣机 全自动 家用小型宿舍租房带甩干一键洗脱洗衣机 80 强劲动力+蝶形水流洗（推荐4口之家 ）主推款,598,2万+,,"免邮,券598-30,赠",https://item.jd.com/72043899503.html,(4100+),(70+),(70+),94%
奥克斯（AUX）洗+脱12公斤大容量半自动洗衣机家用双桶双缸小型洗衣机迷你波轮HB70P90-98H 灰色,378,5万+,,,https://item.jd.com/10024021153121.html,(1.1万+),(200+),(200+),92%
奥克斯（AUX）洗衣机全自动波轮家用小型宿舍租房婴幼儿童大容量 洗脱一体 42 强力风干+仿生手洗 推荐单人使用,418,5万+,,"秒杀,免邮,满418-10,赠",https://item.jd.com/39879969657.html,(1.8万+),(100+),(100+),97%
澳柯玛（AUCMA）8公斤半自动洗衣机 大容量双缸双桶波轮 宿舍租房家用 洗脱分离 脱水甩干机 家电XPB80-2118S,469,10万+,,"自营,券3000-200",https://item.jd.com/8499534.html,(4.9万+),(200+),(200+),98%
博世 （BOSCH）【净效除菌】10kg变频全自动家用 大容量1400转 自动除渍滚筒 WGA154010W,5290,2万+,,"自营,新品,赠",https://item.jd.com/100050094601.html,(1.3万+),(50+),(50+),98%
创维(SKYWORTH) 10公斤大容量全自动波轮洗衣机 整机3年保修 一键脱水 桶自洁 11重洗涤程序 T100Q,799,20万+,,自营,https://item.jd.com/100007902449.html,(10万+),(600+),(600+),98%
创维(SKYWORTH) 6公斤全自动滚筒洗衣机  超薄嵌入 金属机身 16种洗涤程序 高温除菌除螨洗 F60A,1049,20万+,,自营,https://item.jd.com/1717039.html,(10万+),(800+),(800+),97%
创维(SKYWORTH) 8公斤滚筒洗衣机全自动 变频电机 一级能效 99%除菌除螨 超薄嵌入 XQG80-B15MC,1149,20万+,,"自营,券1140-50",https://item.jd.com/100002220113.html,(10万+),(800+),(800+),97%
创维(SKYWORTH)10KG滚筒洗衣机全自动 洗烘一体机 健康除螨洗 微蒸空气洗 实景彩屏XQG100-B61RBH,1699,20万+,,"自营,赠",https://item.jd.com/100037730599.html,(10万+),(800+),(800+),97%
创维(SKYWORTH)10公斤大容量变频滚筒洗衣机全自动 整机保修3年 除菌除螨15分快洗桶自洁XQG100-B15LB,1299,20万+,,自营,https://item.jd.com/100011747528.html,(10万+),(800+),(800+),97%
创维（SKYWORTH）10公斤大容量全自动波轮洗衣机 整机保修三年 家用租房 一键脱水节能省电T100F,749,20万+,,自营,https://item.jd.com/100027353266.html,(10万+),(600+),(600+),98%
创维（SKYWORTH）6公斤波轮洗衣机全自动小型迷你便捷租房老人必备神器量衣进水单脱水降噪省电T60L,599,20万+,,自营,https://item.jd.com/4074541.html,(10万+),(600+),(600+),98%
创维(SKYWORTH)8公斤全自动波轮洗衣机 一键脱水 11重洗涤程序 智能留水 24小时预约 洁净桶风干 T80F,649,20万+,,自营,https://item.jd.com/5178968.html,(10万+),(600+),(600+),98%
创维(SKYWORTH)8公斤全自动波轮洗衣机 一键脱水 24小时预约 智能留水 11重洗涤程序（钛灰银）T80J,699,20万+,,自营,https://item.jd.com/100026977694.html,(10万+),(600+),(600+),98%
创维(SKYWORTH)8公斤洗衣机全自动波轮 家用宿舍租户洗衣机筒自洁脱水甩干 降噪省电,649,2000+,,自营,https://item.jd.com/10027962282381.html,(700+),-8,-8,97%
创维(SKYWORTH)洗衣机8公斤滚筒洗衣机家用全自动 96℃高温洗涤超薄嵌入XQG80-B09M XQG80-B09M白,1099,5000+,,自营,https://item.jd.com/49847481147.html,(2600+),(20+),(20+),97%
创维(SKYWORTH)洗衣机全自动滚筒变频10公斤kg大容量 一级能效变频节能 96℃高温除菌除螨,1299,2000+,,自营,https://item.jd.com/10027970333957.html,(900+),-9,-9,97%
创维10公斤DD直驱洗烘一体滚筒洗衣机炫彩按键一级能效变频家用大容量XQG100-B33RDH,1699,500+,,自营,https://item.jd.com/10060647489441.html,(100+),0,0,98%
海尔(Haier) 3公斤波轮洗衣机全自动 以旧换新 迷你洗衣机小型 内衣婴儿洗衣机 儿童 XQBM30-218,699,10万+,,自营,https://item.jd.com/100022807886.html,(5万+),(200+),(200+),98%
海尔（Haier) 滚筒洗衣机全自动 10公斤大容量BLDC变频香薰除菌环瀑水流金榜推荐以旧换新 EG100MATE3S,2299,50万+,,"自营,券499-30,满2099-300,赠",https://item.jd.com/100018458662.html,(42万+),(1000+),(1000+),99%
海尔（Haier） 洗衣机大容量家用半自动洗衣机双缸双桶强劲动力双净力水电分离防鼠底座操作简单XPB90-197BS,649,2000+,,,https://item.jd.com/100041757047.html,(800+),-6,-6,98%
海尔（Haier） 洗衣机大容量家用半自动洗衣机双缸双桶强劲动力小神螺水电分离防鼠底座操作简单XPB90-197BS,649,500+,,自营,https://item.jd.com/100045440459.html,(200+),-1,-1,99%
海尔（Haier）(Haier) 波轮洗衣机全自动家电5公斤迷你婴儿小型儿童内衣小型直驱变频母婴专属 XQB50-B278,1699,10万+,,"自营,赠",https://item.jd.com/100035918232.html,(5万+),(200+),(200+),98%
海尔（Haier）【超薄晶彩新品】海尔洗衣机全自动滚筒洗衣机洗烘一体脱水甩干空气洗专属顽渍洗家用大容量 10KG 洗烘一体【羽绒洗 蒸汽除菌】,3199,1万+,,"券699-300,满999-400",https://item.jd.com/10060085677025.html,(6600+),(10+),(10+),99%
海尔（Haier）10KG全自动变频滚筒洗衣机 大筒径智能投放巴氏除菌 洗烘一体 精华洗省水电 纤美升级款以旧换新,4699,1万+,,自营,https://item.jd.com/100043427641.html,(9300+),(20+),(20+),99%
海尔（Haier）10KG全自动变频滚筒洗衣机 家用大容量智能投放大筒径香薰除菌 精华洗省水电 纤美升级款以旧换新,3699,1万+,,自营,https://item.jd.com/100043427669.html,(9300+),(20+),(20+),99%
海尔（Haier）10KG全自动变频滚筒洗衣机家用大容量智能投放525mm大筒径双喷淋香薰/除菌 精华洗XQG100-BD14326L,3798,500+,,自营,https://item.jd.com/100042869445.html,(200+),0,0,99%
海尔（Haier）10KG全自动波轮洗衣机家用大容量直驱变频一级能效智能预约称重编程 除螨洗XQB100-BZ206,1549,1万+,,自营,https://item.jd.com/100035906934.html,(5200+),(30+),(30+),98%
海尔（Haier）10KG全自动滚筒洗衣机 家用大容量直驱变频除菌洗衣机智能投放智能预约 以旧换新,2999,1万+,,自营,https://item.jd.com/100012985737.html,(100+),0,0,98%
海尔（Haier）10kg全自动洗衣机波轮双动力变频直驱防缠绕家用一级能效大容量智能预约除螨洗XQS100-BZ3288,2499,1万+,,"自营,厂商配送",https://item.jd.com/100037677745.html,(4400+),(30+),(30+),98%
海尔（Haier）10kg全自动洗衣机波轮双动力变频直驱防缠绕家用一级能效大容量智能预约除螨洗XQS100-BZ3288,2499,1万+,,自营,https://item.jd.com/100037677745.html,(4400+),(30+),(30+),98%
海尔（Haier）10KG双动力波轮洗衣机全自动家用大容量直驱变频防缠绕一级能效智能预约羊毛除螨洗XQS100-BZ3288,2799,1万+,,"自营,券1899-400",https://item.jd.com/100029093191.html,(5200+),(30+),(30+),98%
海尔（Haier）10公斤全自动波轮洗衣机家用大容量称重智能预约羊毛洗桶自洁XQB100-Z206,1149,2000+,,自营,https://item.jd.com/100014516591.html,(1500+),-8,-8,98%
海尔（Haier）10公斤全自动波轮洗衣机家用大容量称重智能预约羊毛洗桶自洁XQB100-Z206,1149,2000+,,"自营,厂商配送",https://item.jd.com/100014516591.html,(1500+),-8,-8,98%
海尔(Haier)12KG全自动波轮洗衣机家用大容量幂动力防缠绕智能预约自编程桶自洁羊毛XQB120-F128,2299,1万+,,自营,https://item.jd.com/100042508937.html,(5200+),(30+),(30+),98%
海尔（Haier）8KG全自动滚筒洗衣机一级能效变频节能家用大容量高温筒自洁消毒杀菌 洗脱一体EG80B08W,1649,1万+,,自营,https://item.jd.com/100018139173.html,(3200+),-5,-5,99%
海尔（Haier）8KG全自动滚筒洗衣机一级能效变频节能家用大容量高温筒自洁消毒杀菌 洗脱一体EG80B08W,1649,1万+,,"自营,券899-100",https://item.jd.com/100018139173.html,(3200+),-5,-5,99%
海尔（Haier）8公斤KG全自动滚筒洗衣机一级能效变频节能家用大容量高温桶自洁消毒洗烫烫净EG80B08W,1549,200+,,自营,https://item.jd.com/100048932631.html,(100+),0,0,100%
海尔(Haier)8公斤大容量租房神器洗脱一体家用波轮洗衣机全自动小型以旧换新原厂品质EB80M30Mate1,849,100万+,,"自营,每满800-10",https://item.jd.com/100034209075.html,(71万+),(2300+),(2300+),99%
海尔（Haier）9KG波轮洗衣机全自动变频节能一级能效水电双宽家用租房洗衣机可视上盖洗漂一体,1149,5000+,,"自营,厂商配送,券1000-50",https://item.jd.com/100028200747.html,(1700+),(10+),(10+),98%
海尔（Haier）9KG波轮洗衣机全自动变频节能一级能效水电双宽家用租房洗衣机可视上盖洗漂一体,1149,5000+,,"自营,厂商配送,券1000-50",https://item.jd.com/100028200747.html,(100+),0,0,98%
海尔（Haier）9KG全自动波轮洗衣机直驱变频一级能效家用大容量智能预约 桶自洁+除螨洗XQB90-BM12699,1399,1万+,,自营,https://item.jd.com/100026873273.html,(5200+),(30+),(30+),98%
海尔（Haier）9公斤全自动波轮洗衣机家用大容量直驱变频智能预约称重筒自洁一级能效水电双宽XQB90-BM12699,1149,1万+,,自营,https://item.jd.com/100046673387.html,(4400+),(30+),(30+),98%
海尔（haier）9公斤全自动家用大容量波轮洗衣机 一级能效安静节能直驱变频 健康除螨洗 强劲动力,1148,1000+,,"自营,秒杀",https://item.jd.com/100043953711.html,(200+),-5,-5,97%
海尔（Haier）半自动洗衣机双缸双桶筒脱水机甩干机12公斤kg大容量家用双动力双杠波轮XPB120-628S,959,500+,,自营,https://item.jd.com/100042632460.html,(200+),-1,-1,99%
海尔（Haier）半自动洗衣机双缸双桶筒脱水机甩干机12公斤kg大容量家用双动力双杠波轮XPB120-628S,959,500+,,"自营,厂商配送",https://item.jd.com/100042632460.html,(200+),-1,-1,99%
海尔（Haier）波轮洗衣机多功能迷你全自动洗鞋机健康桶自洁360°洁净洗涮防缠绕洗脱一体HQ1-T258,1299,1万+,,"自营,厂商配送",https://item.jd.com/100032503845.html,(4400+),(30+),(30+),98%
海尔（Haier)波轮洗衣机全自动家电 以旧换新 内衣除菌 脱水机直驱 10公斤 双动力防缠绕ES100B36PLUS5,2699,100万+,,"自营,每满1000-100,赠",https://item.jd.com/100036987198.html,(71万+),(2300+),(2300+),99%
海尔（Haier）波轮洗衣机全自动家电 以旧换新 内衣除螨洗 脱水机 原厂品质 10公斤大容量 EB100Z109,1519,50万+,,"自营,券499-30,每满1450-370,赠",https://item.jd.com/100023503958.html,(36万+),(1500+),(1500+),99%
海尔（Haier）波轮洗衣机全自动家电 以旧换新 脱水机 内衣除螨洗 9公斤 直驱变频低噪EB90B30Mate1,1299,100万+,,"自营,每满1250-150,赠",https://item.jd.com/100024456533.html,(71万+),(2300+),(2300+),99%
海尔（Haier）波轮洗衣机全自动家电 以旧换新 脱水机 内衣除螨洗 原厂品质 10公斤大容量EB100M30Pro1,1549,100万+,,"自营,券499-30,赠",https://item.jd.com/100039208432.html,(71万+),(2300+),(2300+),99%
海尔（Haier)波轮洗衣机全自动家电 以旧换新 脱水机 直驱10公斤大容量免清洗防筒垢 EMB100B26Mate6U1,2699,50万+,,"自营,满1000-200,赠",https://item.jd.com/100023503972.html,(36万+),(1500+),(1500+),99%
海尔（Haier)波轮洗衣机全自动家电 以旧换新 脱水机直驱10公斤大容量 双动力防缠绕ES100B26Mate6,3099,100万+,,"自营,满1000-200,赠",https://item.jd.com/100023503960.html,(71万+),(2300+),(2300+),99%
海尔（Haier）波轮洗衣机全自动家电 以旧换新 原厂品质 内衣轻柔洗 超净洗顽渍 玻璃上盖 EB100M30Plus2,1549,50万+,,"自营,券499-30,每满1000-300,赠",https://item.jd.com/100039208410.html,(36万+),(1500+),(1500+),99%
海尔（Haier)波轮洗衣机全自动家电 以旧换新脱水机 紫外线内衣除菌 直驱 大容量10公斤EBC100B39Mate7,3599,100万+,,"自营,满2000-400,赠",https://item.jd.com/100035893490.html,(71万+),(2300+),(2300+),99%
海尔（Haier）光等离子洗衣机 10公斤平嵌洗烘一体 彩屏直驱变频 滚筒全自动 智能投放EG100HMATE81SU1,5199,20万+,,"自营,券2000-110,满2000-300,赠",https://item.jd.com/100027946795.html,(19万+),(300+),(300+),99%
海尔（Haier）滚筒洗衣机8KG 超薄家用全自动洗衣机 变频节能巴氏除菌香薰洗护 洗脱一体机大筒径纤美以旧换新,2499,1万+,,自营,https://item.jd.com/100019498122.html,(9300+),(20+),(20+),99%
海尔（Haier）滚筒洗衣机全自动 10公斤大容量 超薄564MM BLDC变频 智能预约 健康除菌螨 EG100MATE31S,1999,50万+,,"自营,赠",https://item.jd.com/100020753809.html,(42万+),(1000+),(1000+),99%
海尔（Haier）滚筒洗衣机全自动 10公斤大容量 超薄大筒径 1.1高洗净比 巴氏除菌 智能投放 XQG100-BD14126L,3299,5万+,,"自营,满1000-200,赠",https://item.jd.com/100014784511.html,(3.9万+),(70+),(70+),99%
海尔（Haier）滚筒洗衣机全自动 10公斤大容量 超薄平嵌 光等离子极光系列 直驱变频电机 100-B14376LU1,5699,5万+,,"自营,赠",https://item.jd.com/100030150389.html,(3.9万+),(70+),(70+),99%
海尔（Haier）滚筒洗衣机全自动 10公斤大容量 智能投放 晶彩屏平嵌超薄564mm 除菌螨 以旧换新 EG100MATE62S,3199,50万+,,"自营,满2000-300,赠",https://item.jd.com/100030150373.html,(42万+),(1000+),(1000+),99%
海尔（Haier)滚筒洗衣机全自动 10公斤大容量BLDC变频电机1.08高洗净比健康除菌螨以旧换新EG100MATE2S,1999,50万+,,"自营,券499-30,满1799-200,赠",https://item.jd.com/100011192173.html,(42万+),(1000+),(1000+),99%
