商品标题,商品价格,评论量,标签,商品详情页
美的（Midea）10KG公斤变频滚筒洗衣机全自动家用大容量 巴氏除菌一级能效 节能MG100S31DG5-Y1YW,1599,5000+,自营,https://item.jd.com/100022438166.html
海尔（Haier）波轮洗衣机全自动家电 以旧换新 脱水机 内衣除菌 直驱变频 10公斤大容量 EB100B22Mate2,1699,50万+,"自营,赠",https://item.jd.com/100023503974.html
米家小米 滚筒洗衣机全自动 10kg洗烘一体 微蒸空气洗除菌喷淋 小爱语音直驱电机节能 XHQG100MJ202,1654,20万+,自营,https://item.jd.com/100019522560.html
小天鹅（LittleSwan）洗衣机滚筒全自动 10公斤洗烘一体机带烘干除螨大容量智能家电以旧换新 TD100VT096WDG-Y1T,2699,5万+,"京东物流,免邮,券2000-100,",https://item.jd.com/10033578677101.html
小天鹅（LittleSwan）波轮洗衣机全自动 水魔方系列 变频防缠绕 健康除菌螨 直驱 10公斤 以旧换新 TB100TEC,2199,200万+,"自营,券500-20,每满1000-100,赠",https://item.jd.com/100043778657.html
美的（Midea）波轮洗衣机全自动 10公斤kg家用大容量直驱变频电机健康除螨洗专属羊毛洗以旧换新 MB100V13DB,1599,1000+,"自营,券1000-20,满1500-300",https://item.jd.com/10063208923546.html
米家小米出品滚筒洗衣机全自动 10kg洗烘一体 微蒸空气洗除菌 智能烘干直驱电机节能低噪 XHQG100MJ101,1639,20万+,自营,https://item.jd.com/100022494103.html
美的（Midea）滚筒洗衣机全自动 10KG公斤家用大容量京品家电低噪变频节能省电巴氏除菌洗以旧换新 MG100V11D,1599,1万+,"京东物流,放心购,免邮,券500-20,",https://item.jd.com/56000840137.html
西门子(SIEMENS)洗烘套装 10kg除菌滚筒洗衣机+9kg进口热泵烘干机家用 WM12P2602W+WT47W5601W,9999,10万+,自营,https://item.jd.com/100008738507.html
志高（CHIGO）全自动洗衣机 洗烘一体 大容量 智能波轮洗脱一体机 带风干 5.5公斤香槟金【蓝光洗护+智能风干+强动力电机】,508,50万+,"京东物流,秒杀,免邮,券300-40",https://item.jd.com/71822589610.html
小天鹅（LittleSwan）波轮洗衣机全自动 8公斤大容量 健康免清洗 升级专业除螨 租房神器 免清洗内桶 TB80V23H,849,200万+,自营,https://item.jd.com/100006583751.html
TCL 8KG大容量波轮洗衣机全自动波轮小型洗衣机 租房神器 整机保修三年 23分钟快洗 一键脱水 B80L100,698,200万+,"自营,秒杀,满720-30",https://item.jd.com/100037432256.html
志高（CHIGO）全自动洗衣机 洗烘一体 大容量 智能波轮洗脱一体机 带风干 6.5香槟金【蓝光洗护+智能风干+强动力电机】,558,50万+,"京东物流,免邮,券500-80",https://item.jd.com/10022185922372.html
洗衣机全自动10公斤波轮大容量家用宿舍节能省电洗脱一体 10公斤KG【洗护一体+健康洗护+强动力电机】,488,500+,新品,https://item.jd.com/10066004429429.html
志高（CHIGO）全自动洗衣机 洗烘一体 大容量 智能波轮洗脱一体机 带风干 8.2公斤【蓝光洗护+智能风干+强动力电机】,598,50万+,,https://item.jd.com/10041101468198.html
洗衣机全自动10公斤家用波轮大容量8kg 10公斤KG【蓝光洗护+智能风干+强动力电机】,588,1,赠,https://item.jd.com/10068218128533.html
统帅海尔智家统帅波轮洗衣机全自动8公斤浸泡洗柔护内筒不伤衣水电双宽租房神器桶自洁桶干燥 @B80M958,749,50万+,自营,https://item.jd.com/100040353631.html
夏新（Amoi）洗衣机全自动波轮 蓝光健康洗护智能风干 桶自洁 宿舍家用洗脱一体机 3.8公斤单人使用【蓝光洗护+智能风干+强力电机】,389,10万+,"京东物流,秒杀,券300-25",https://item.jd.com/10033167827932.html
爱心东东kudixiong全自动洗衣机大容量租房宿舍洗烘一体小型波轮智能热烘干 7公斤KG【蓝光洗护+智能风干+强动力电机】,489,4,赠,https://item.jd.com/10068120248886.html
美的（Midea）波轮洗衣机全自动 55V35 5.5公斤 专利免清洗 品质电机 租房神器 迷你 随心洗系列 MB55V35E,669,50万+,自营,https://item.jd.com/100017615343.html
小天鹅1.10高洗净比水魔方超薄滚筒洗衣机V868,2899,1万+,"自营,厂商配送",https://item.jd.com/100026202247.html
美的（Midea）全自动波轮洗衣机 90V37 9公斤 专利免清洗 十年桶如新 线屑过滤净 随心洗系列 MB90V37E,849,50万+,自营,https://item.jd.com/100019343271.html
康佳 8KG大容量全自动波轮小型洗衣机 租房神器 整机保修3年 19分钟快洗 桶自洁风干 KB80-J201N,649,50万+,自营,https://item.jd.com/100042511909.html
美的（Midea）波轮洗衣机全自动小型 迷你家用6.5公斤kg水电双宽可预约以旧换新 MB65V33E,728,5000+,"自营,每满720-30",https://item.jd.com/10051456902721.html
洗衣机全自动10公斤家用波轮大容量8kg 7公斤KG【蓝光洗护+智能风干+强动力电机】,479,1,赠,https://item.jd.com/10068218128530.html
YANGZI10公斤洗衣机全自动家用大容量智能蓝光波轮洗烘一体风干出租房热烘干 6公斤公斤蓝光纳米健康洗/智能强力风干,398,1000+,,https://item.jd.com/10059368958106.html
海尔（Haier）10KG全自动变频滚筒洗衣机 家用大容量智能投放大筒径香薰除菌 精华洗省水电 纤美升级款以旧换新,3799,1万+,"自营,厂商配送",https://item.jd.com/100043427669.html
爱心东东kudixiong全自动洗衣机大容量租房宿舍洗烘一体小型波轮智能热烘干 10公斤KG【蓝光洗护+智能风干+强动力电机】,589,4,赠,https://item.jd.com/10068120248889.html
志高（CHIGO）8.2KG大容量波轮全自动洗衣机家用租房宿舍洗衣机洗脱一体定制程序 XQB82-2010宝石灰,598,1万+,满400-30,https://item.jd.com/100036339463.html
志高（CHIGO）全自动洗衣机 洗烘一体 大容量 智能波轮洗脱一体机 带风干 7.5公斤香槟金【蓝光洗护+智能风干+强动力电机】,578,50万+,"京东物流,免邮,券500-30",https://item.jd.com/70948504869.html
爱心东东洗衣机12公斤洗衣机全自动家用10kg热烘干波轮滚筒洗烘一体大容量 7.5公斤风干 冲量款 限购100台,479,13,赠,https://item.jd.com/10066990227080.html
TCL8公斤全自动变频滚筒洗衣机 香薰除菌 热力除菌 中途添衣 1.06洗净比 超薄洗衣机G80L130-B,1279,10万+,"自营,满1260-30",https://item.jd.com/100024094597.html
志高（CHIGO）全自动洗衣机波轮 家用大容量洗脱一体 宿舍出租房公寓 5.5KG咖啡金【蓝光洗护+风干洁桶+强电机】,518,0,,https://item.jd.com/10068227735140.html
夏新（Amoi）洗衣机全自动波轮 蓝光健康洗护智能风干 桶自洁 宿舍家用洗脱一体机 7.5公斤【蓝光洗护+智能风干+强力电机】,458,10万+,"京东物流,秒杀,券200-15",https://item.jd.com/10033167827933.html
创维(SKYWORTH) 6公斤全自动滚筒洗衣机  超薄嵌入 金属机身 16种洗涤程序 高温除菌除螨洗 F60A,1049,20万+,自营,https://item.jd.com/1717039.html
美的（Midea）京品洗衣机全自动波轮 8公斤大容量宿舍租房家用脱水甩干免清洗9小时预约水电双宽 【随心洗系列】8公斤波轮,849,5万+,"自营,每满840-30",https://item.jd.com/10022679486068.html
志高（CHIGO）全自动洗衣机 洗烘一体 大容量 智能波轮洗脱一体机 带风干 5.5公斤【蓝光洗护+智能风干+强动力电机】,508,50万+,"京东物流,秒杀,免邮,券300-40",https://item.jd.com/10021826702921.html
奥克斯（AUX）波轮洗衣机 全自动 家用小型宿舍租房带甩干一键洗脱洗衣机 42 仿生手洗+10大程序 1人使用 母婴款,428,2万+,"免邮,券428-20,赠",https://item.jd.com/10058388197107.html
【金榜爆款】海尔洗衣机 405mm超薄 香薰洗 智能预约,2499,1万+,"自营,厂商配送",https://item.jd.com/100019498122.html
志高（CHIGO）5.5公斤家用全自动洗衣机租房公寓智能波轮洗脱一体机带风干功能XQB55-2010宝石灰,518,1万+,满400-40,https://item.jd.com/100036339451.html
松下(Panasonic)全自动波轮洗衣机8公斤 人工智能 省电轻音 桶自洁 桶风干 节能省水 XQB80-K10N,1199,20万+,"自营,新品,满500-100",https://item.jd.com/100051129581.html
米家小米出品波轮洗衣机全自动 3公斤迷你婴儿小型儿童内衣洗衣机小 婴童洗深度除螨 XQB30MJ102W,604,20万+,自营,https://item.jd.com/100038937125.html
创维(SKYWORTH) 8公斤滚筒洗衣机全自动 变频电机 一级能效 99%除菌除螨 超薄嵌入 XQG80-B15MC,1179,20万+,"自营,券1170-30",https://item.jd.com/100002220113.html
小天鹅（LittleSwan）波轮洗衣机全自动 直驱变频 8公斤大容量 免清洗不脏桶 租房神器 以旧换新 TB80V23DB,1149,200万+,"自营,每满1000-100",https://item.jd.com/100007166959.html
扬子洁佳洗衣机全自动10公斤家用波轮大容量8kg 10公斤KG【蓝光洗护+智能风干+强动力电机】,548,1万+,赠,https://item.jd.com/10058903286529.html
创维(SKYWORTH) 10公斤滚筒洗衣机全自动 直驱变频 除菌率99% 炫彩按键 以旧换新 XQG100-B33RD,1299,20万+,自营,https://item.jd.com/100031964454.html
康佳（KONKA）7KG波轮洗衣机智能模糊控制全自动波轮小型洗衣机 一键脱水 24小时预约 一键快洗 KB70-J5201,629,50万+,"自营,每满629-30",https://item.jd.com/100036077377.html
统帅海尔智家统帅波轮洗衣机全自动10公斤大容量螨洗柔护内筒洗衣参数随心调风暴洗去污渍@B100M958,919,50万+,自营,https://item.jd.com/100040353659.html
小天鹅洗衣机全自动10公斤波轮家用出租房蓝光大容量 10kg智能风干+蓝光纳米+强力电机,699,500+,,https://item.jd.com/10062939909669.html
【您有3位好友已购买】海尔新款10公斤晶彩变频香薰滚筒洗衣机,2599,200+,,https://item.jd.com/10062258564500.html
洗衣机全自动10公斤家用波轮大容量8kg 10公斤KG【洗烘一体+健康洗护+强动力电机】,848,1,赠,https://item.jd.com/10068218128534.html
海尔（Haier）洗衣机全自动滚筒变频家用10公斤大容量洗衣机香薰抑味巴氏除菌超柔洗筒自洁以旧换新 10公斤香薰除菌+顽渍洗+羽绒洗,1998,10万+,"秒杀,免邮,满1900-200",https://item.jd.com/10039103788178.html
小天鹅（LittleSwan）滚筒洗衣机全自动除螨除菌婴儿服羽绒服洗 10公斤大容量变频京品可洗内衣 智能家电触摸屏TG100V23WDY,1999,2万+,"自营,秒杀,券500-30,每满1900-230",https://item.jd.com/10033751243653.html
志高（CHIGO）洗衣机 全自动波轮洗衣机小 大容量洗烘一体 热烘干 智能洗脱一体 风干桶自洁 5.5公斤香槟金【蓝光洗涤+不锈钢内桶】,508,2万+,"京东物流,免邮,券100-40",https://item.jd.com/57565264046.html
云米波轮洗衣机全自动 8公斤大容量家用节能省电 一键智洗自清洁 宿舍租房神器 以旧换新 WT8S ,699,1万+,自营,https://item.jd.com/100022925470.html
海尔（Haier) 滚筒洗衣机全自动 10公斤大容量BLDC变频香薰除菌环瀑水流金榜推荐以旧换新 EG100MATE3S,2299,100万+,"自营,券499-30,每满1999-300,赠",https://item.jd.com/100018458662.html
美的（Midea）波轮洗衣机全自动 5.5公斤 迷你洗衣机小型 家用租房宿舍专用 MB55V33E,699,2万+,"京东物流,免邮,满600-30",https://item.jd.com/1806202855.html
美的（Midea）滚筒洗衣机全自动 VC33 炫彩 智能投放 除螨除菌洗 高温筒自洁 简尚系列 10公斤 MG100VC33WIY,2199,50万+,"自营,新品,券500-20,每满1000-100,",https://item.jd.com/100048731629.html
康佳（KONKA）8公斤 半自动波轮洗衣机 大容量 双桶双缸 脱水甩干机 家电（白色）XPB80-752S,499,20万+,自营,https://item.jd.com/700393.html
洗衣机全自动10公斤家用波轮大容量8kg 9公斤KG【蓝光洗护+智能风干+强动力电机】,568,1,赠,https://item.jd.com/10068218128532.html
西门子(SIEMENS) 9公斤滚筒洗衣机全自动 BLDC变频电机 99.9%除菌 专业羽绒洗 XQG90-WG42A2Z81W,2969,10万+,"自营,秒杀,赠",https://item.jd.com/100014152470.html
美的（Midea）滚筒洗衣机全自动 QY1 洗烘一体 祛味空气洗 巴氏除菌洗 变频电机 简尚系列 10公斤 MD100QY1,2399,10万+,"自营,券1100-100,每满1000-100,赠",https://item.jd.com/100012232311.html
美的（Midea）【就近速发】美的全自动波轮10公斤波轮洗衣机 大容量宿舍租房 健康除螨 免清洗 MB100V13DB,1299,500+,,https://item.jd.com/10066846684498.html
海尔全自动洗衣机洗烘一体机10KG公斤大容量一级能效1.08高洗净比变频滚筒洗衣机自营EG100HB108S,2299,5000+,自营,https://item.jd.com/100018351597.html
小天鹅（LittleSwan）波轮洗衣机全自动 水魔方系列 护衣防缠绕 直驱变频 纳米除菌 10公斤以旧换新TB100FTEC,2799,200万+,"自营,券500-20,每满1000-100,赠",https://item.jd.com/100012231892.html
西门子(SIEMENS) 9公斤滚筒洗衣机全自动 BLDC变频电机 99.9%除菌 专业羽绒洗 XQG90-WG42A2Z01W,2999,10万+,"自营,赠",https://item.jd.com/100019263570.html
申花（SHENHUA）洗衣机全自动小型波轮 智能蓝光健康洗桶风干一键快洗 家用出租房宿舍 以旧换新 6公斤【健康蓝光洗+智能桶风干+咖啡金】,418,5万+,"京东物流,券88-10,满90-10,赠",https://item.jd.com/10043539956554.html
洗衣机全自动10公斤家用波轮大容量8kg 8.5公斤KG【蓝光洗护+智能风干+强动力电机】,558,1,赠,https://item.jd.com/10068218128531.html
美的洗衣机10公斤全自动波轮大容量家用租房神器免清洗桶自洁除菌洗洗脱一体机自营MB100ECO-H01MH,1099,2000+,"自营,厂商配送",https://item.jd.com/100036529236.html
统帅海尔出品 滚筒洗衣机全自动 10公斤大容量 食用级巴氏除菌 除菌率>99% 以旧换新 @G10B22SE,1599,5万+,"自营,满1000-100,赠",https://item.jd.com/100014070975.html
海尔（Haier）8公斤大容量租房神器洗脱一体家用波轮洗衣机全自动小型原厂品质一键洗EB80M10Mate1,819,50万+,"自营,新品,满800-10",https://item.jd.com/100051247415.html
荣事达（Royalstar）洗衣机10公斤全自动波轮大容量家用脱水机宿舍租房可预约洗衣机 以旧换新浅灰ERVP192020T,799,20万+,自营,https://item.jd.com/100015688572.html
创维(SKYWORTH)10KG滚筒洗衣机全自动 洗烘一体机 健康除螨洗 微蒸空气洗 实景彩屏XQG100-B61RBH,1699,20万+,"自营,赠",https://item.jd.com/100037730599.html
【行业超薄TOP】海尔超薄款滚筒洗衣机全自动家用纤美14126系列变频一级节能香薰除菌双喷淋大筒径 9公斤+430超薄+非烘干+智能投放+525大筒径,3498,2万+,,https://item.jd.com/10027125487012.html
美的（Midea） 美的（Midea）波轮洗衣机全自动 9公斤kg家用升级大容量宿舍租房神器内桶免清洗水电双宽以旧换新 MB90VJ58E,899,2万+,"京东物流,免邮,每满890-50",https://item.jd.com/10045096781538.html
美的（Midea）滚筒洗衣机全自动 V33 洗烘一体 除菌净螨 羽绒云朵烘 智能家电 简尚系列 10公斤 MD100V33WY,2499,50万+,"自营,券500-20,每满1000-100,赠",https://item.jd.com/100021267927.html
荣事达（Royalstar）洗衣机 8公斤全自动波轮家用脱水机甩干机宿舍租房洗衣机 以旧换新 透明灰 ERVP192016T,698,20万+,自营,https://item.jd.com/100014524372.html
小天鹅（LittleSwan）滚筒洗衣机全自动除菌除螨洗 10公斤洗烘一体机带烘干变频家电家用大容量 智能家电触摸屏TD100V23WDY,2699,1万+,"自营,券2000-100,每满2600-330",https://item.jd.com/10041279650880.html
米家小米出品 10kg滚筒洗衣机全自动 直驱电机低噪节能除菌除螨 超薄可嵌入XQG100MJ201,1399,20万+,自营,https://item.jd.com/100038937123.html
小天鹅洗衣机全自动10公斤 洗烘一体,2299,1万+,"自营,厂商配送",https://item.jd.com/100035279998.html
康佳（KONKA）波轮洗衣机全自动4.5公斤 迷你婴儿小型儿童内衣洗衣机小 22分钟快洗 XQB45-288,529,20万+,自营,https://item.jd.com/100022563071.html
申花（SHENHUA）洗衣机全自动波轮家用小型出租房宿舍蓝光健康洗护智能风干洗脱一体XQB60-2010咖啡金,428,5000+,"自营,满300-10",https://item.jd.com/100040018579.html
YANGZI洗衣机全自动10公斤波轮洗烘一体大容量租房宿舍智能家电节能省电洗衣机 6公斤公斤蓝光纳米健康洗/智能强力风干,398,200+,,https://item.jd.com/10059368085827.html
Haier【新品】海尔洗衣机滚筒洗烘一体机全自动10公斤大容量微蒸汽杀菌除螨空气洗一级能效智能变频 洗烘一体+空气洗+智慧洗+双喷淋+羽绒洗,3089,1万+,"京东物流,秒杀,免邮,券2800-400",https://item.jd.com/10029778497850.html
荣事达(Royalstar) 洗衣机 6.5公斤全自动租房宿舍家用波轮小洗衣机 以旧换新 透明灰ERVP191013T,629,20万+,自营,https://item.jd.com/100014962774.html
【23年重磅新品】双擎热泵直驱洗干套,9999,100+,,https://item.jd.com/10067579620556.html
小天鹅（LittleSwan）滚筒洗衣机全自动 10公斤大容量 洗涤剂自动投放 深层除菌净螨 BLDC变频TG100V196WIDY,2199,50万+,"自营,券599-20,每满1000-100,赠",https://item.jd.com/100027794511.html
小天鹅(Little Swan)滚筒洗衣机全自动 浣彩系列 洗烘一体 智能投放 超薄10公斤 TD100VT616WIADY-T1B,3399,50万+,"自营,券599-20,每满1000-100,赠",https://item.jd.com/100023705376.html
夏新（Amoi）洗衣机全自动波轮 蓝光洁净智能风干 健康洗护桶自洁 家用租房宿舍洗脱一体机 3.8KG,399,5000+,,https://item.jd.com/100041095295.html
松下(Panasonic)滚筒洗衣机全自动8公斤 BLDC电机 轻音变频 除菌洗泡沫净 节能洗筒自洁 XQG80-3GYEA【除菌洗】以旧换新,2299,5000+,"自营,满2000-200",https://item.jd.com/10035355110100.html
松下 (Panasonic)【旗舰新品】滚筒洗衣机全自动10公斤大容量 BLDC变频节能轻音 快速洗 XQG100-N1MT,3199,1000+,"自营,券300-30,满2000-200",https://item.jd.com/10059090546614.html
统帅【旗舰新品】海尔滚筒洗衣机全自动10公斤大容量家用超薄洗烘一体双喷淋蒸汽除螨巴氏除菌以旧换新 洗脱一体10公斤+ABT双喷淋+防过敏+巴氏除菌洗,1599,2万+,,https://item.jd.com/10051868100069.html
松下(Panasonic)【旗舰新品】滚筒洗衣机全自动 10KG大容量 BLDC变频电机 智能节水 银色XQG100-N13S 升级款,3199,200+,"自营,满3000-200",https://item.jd.com/10059090413950.html
LG 星云系列 10公斤超薄 蒸汽除菌 AIDD直驱变频 家用全自动 滚筒洗衣机 FCY10Y4M,2799,5万+,"自营,券1500-120,赠",https://item.jd.com/100036244705.html
西门子(SIEMENS) 10公斤滚筒洗衣机洗烘一体机 99%除菌 蒸气除味除螨 智能烘干 XQG100-WN54A1X42W,5369,20万+,"自营,秒杀,券4000-500,赠",https://item.jd.com/100013312881.html
小天鹅（LittleSwan）滚筒洗衣机全自动 水魔方系列 护色护形 纳米银离子除菌 10公斤 以旧换新TG100V86WMDY5,3199,10万+,"自营,券500-20,每满1000-100,赠",https://item.jd.com/7575026.html
小天鹅（LittleSwan）水魔方滚筒洗衣机10公斤全自动变频 防缠绕 冷水洗护色护形TG100V868WMADY,2899,1万+,"自营,赠",https://item.jd.com/100026202247.html
统帅海尔智家统帅波轮洗衣机全自动 8公斤大容量十年桶如新柔护内筒 水电双宽 租房神器桶自洁@B80M957,749,50万+,自营,https://item.jd.com/100025556032.html
美菱(MELING)12公斤全自动波轮洗衣机 多程序控制 大容量 省水省电 咖啡灰 B120M508AGX,1899,200+,自营,https://item.jd.com/100050228857.html
TCL 10KG大容量波轮洗衣机模糊控制洗脱一体宽电压水压 整机保修三年 洁净桶风干B100L100,879,200万+,"自营,满859-30",https://item.jd.com/100014138560.html
小天鹅（LittleSwan）滚筒洗衣机洗烘一体全自动 水魔方防缠绕 冷水洗护色护形一级能效变频节能低噪V868,3499,1万+,"自营,赠",https://item.jd.com/100040020202.html
爱心东东荣事达全自动洗衣机10公斤大容量租房宿舍洗烘一体小型波轮智能热烘干 7公斤KG【蓝光洗护+智能风干+强动力电机】,489,69,"新品,免邮,赠",https://item.jd.com/10067920465340.html
Leader【JD精选】海尔洗衣机全自动滚筒洗烘洗脱一体烘干智能杀菌除螨空气洗以旧换新统帅 10KG一级变频羊毛洗+巴氏杀菌+洗脱一体+超速洗 .,1498,2000+,放心购,https://item.jd.com/10025425650185.html
松下（Panasonic）洗衣机全自动波轮 8公斤家用宿舍租房老人 节能省电省水 人工智能 防缠绕桶洗净 占地小 XQB80-KYA0N,1099,2万+,"自营,满1000-100",https://item.jd.com/69554523848.html
TCL 8KG变频滚筒L120除菌洗衣机 蒸汽除菌 消毒预洗 夜间洗羽绒洗全自动滚筒超薄G80L120-B,1199,10万+,"自营,满1259-30",https://item.jd.com/100018878684.html
海尔（Haier） 10公斤大容量半自动双缸洗衣机家电 脱水机 原厂品质 洗大件更轻松 双缸XPB100-729S,749,50万+,自营,https://item.jd.com/100019522442.html
YANGZI10公斤洗衣机全自动家用大容量智能蓝光波轮洗烘一体风干出租房热烘干 10公斤蓝光纳米健康洗/智能强力风干,528,1000+,,https://item.jd.com/10059368983512.html
海尔（Haier）滚筒洗衣机全自动 10公斤大容量 超薄564MM BLDC变频 智能预约 健康除菌螨 EG100MATE31S,1999,20万+,"自营,赠",https://item.jd.com/100020753809.html
小天鹅（LittleSwan）8公斤全自动波轮洗衣机大容量宿舍家用洗脱一体水电双宽健康免清洗TB80VC123B,849,2000+,"自营,厂商配送",https://item.jd.com/100036529176.html
TCL 5.5KG波轮洗衣机宿舍租房神器小型迷你全自动洗衣机 一键脱水 小型便捷波轮XQB55-36SP,599,50万+,自营,https://item.jd.com/1451400.html
申花洗衣机半自动大容量双缸双桶家用小型迷你波轮出租房脱水甩干机强劲动力去污洗大件四件套以旧换新 【10公斤 洗脱分离 好运金】,438,200+,"满90-10,赠",https://item.jd.com/10055851548824.html
米家小米米家滚筒洗衣机全自动 12公斤超大容量洗烘一体 微蒸空气洗除菌直驱电机节能 XHQG120MJ202,2299,20万+,自营,https://item.jd.com/100040653943.html
京品家电松下（Panasonic）波轮洗衣机全自动9.5kg 精洗羊毛洗 快洗 桶洗净 线屑过滤 一键智洗 白色XQB95-3R1QW,1899,20万+,"自营,满1000-200",https://item.jd.com/100021737338.html
洗衣机全自动10公斤波轮大容量家用宿舍节能省电洗脱一体 9.5公斤KG【蓝光洗护+智能风干+强动力电机】,478,500+,,https://item.jd.com/10066004429428.html
小天鹅直驱变频洗衣机8kg全自动波轮容量节能省水家用,1299,2000+,,https://item.jd.com/10038487857047.html
LG 星云系列 10公斤超薄 蒸汽除菌 AIDD直驱变频 家用全自动 洗烘一体机 滚筒洗衣机 FCY10R4M,3399,5万+,"自营,券1500-120,赠",https://item.jd.com/100036244697.html
海尔（Haier）精华洗洗衣机 10公斤大容量 大筒径超薄平嵌 变频电机智能投放 滚筒全自动 EG100MATESL6,4299,100万+,"自营,券2000-110,满2000-300,赠",https://item.jd.com/100028942709.html
西门子(SIEMENS) 10公斤滚筒洗衣机洗烘一体机 99%除菌 蒸气除味除螨 智能烘干 XQG100-WN54A1X02W,4899,20万+,"自营,赠",https://item.jd.com/100015381842.html
小天鹅（LittleSwan）洗衣机全自动波轮 8公斤大容量京品家电宿舍租房家用节能省电翻盖脱水甩干 TB80VC123B,899,2000+,"自营,秒杀,券500-10,每满890-50",https://item.jd.com/10041584916520.html
小天鹅（LittleSwan）8公斤全自动波轮洗衣机 健康免清洗 洗脱一体 品质电机 TB80VC123B,849,2万+,"自营,赠",https://item.jd.com/100030446258.html
海尔(Haier)洗衣机全自动滚筒8KG家用大容量一级能效变频节能高温桶自洁消毒除菌洗脱一体EG80B08W,1549,100+,"自营,厂商配送",https://item.jd.com/100048841553.html
洗衣机全自动10公斤波轮大容量家用宿舍节能省电洗脱一体 7.5公斤KG【蓝光洗护+智能风干+强动力电机】,448,500+,,https://item.jd.com/10066004429423.html
TCL 6KG波轮洗衣机智能模糊控制全自动波轮小型洗衣机 一键脱水 10种洗涤程序 便捷XQB60-21CSP,629,20万+,"自营,赠",https://item.jd.com/967500.html
美菱(MELING)11公斤全自动波轮洗衣机 多程序控制 大容量 省水省电 咖啡灰 B110M508AGX,1599,2000+,自营,https://item.jd.com/100037979545.html
海尔（Haier)波轮洗衣机全自动家电 以旧换新 内衣除菌 脱水机直驱 10公斤 双动力防缠绕ES100B36PLUS5,2699,100万+,"自营,每满1000-100,赠",https://item.jd.com/100036987198.html
洗衣机全自动10公斤波轮大容量家用宿舍节能省电洗脱一体 12公斤KG【洗护一体+健康洗护+强动力电机】,628,500+,,https://item.jd.com/10066004429431.html
