商品标题,商品价格,评论量,店铺名字,标签,商品详情页,好评数量,中评数量,差评数量,分数
长虹（CHANGHONG）1.5匹新能效 变频冷暖 舒适防直吹技术 壁挂式卧室空调挂机 KFR-35GW/ZDAYW1+R3以旧换新,1999,20万+,,"自营,每满1900-50",https://item.jd.com/100037960978.html,(21万+),(600+),(600+),99%
科龙（KELON）空调 1.5匹 新一级能效 舒适睡眠 轻音运行 变频冷暖 自清洁 壁挂式挂机 玉叶 KFR-35GW/MJ2-X1,2499,20万+,,自营,https://item.jd.com/100012206694.html,(16万+),(400+),(400+),99%
爱心东东美的出品空调挂机 新能效一级1.5匹 变频冷暖壁挂式空调 智能控制防直吹家用新风挂机 大1匹新三级变频冷暖(HF3/HA3随机发),1899,200+,,"券999-10,赠",https://item.jd.com/10064683834823.html,(100+),-1,-1,96%
海尔（Haier）新一级能效 静悦 1.5匹 变频 冷暖挂式空调挂机 智能 自清洁 KFR-35GW/01KBB81U1 以旧换新,2599,20万+,,"自营,券999-30,满5000-200",https://item.jd.com/100014356677.html,(15万+),(400+),(400+),99%
奥克斯(AUX)空调出品华蒜大1.5匹新1级能效变频冷暖壁挂式空调低噪节能空调卧室KFR-35GW/BpR3HSQK15(B1),1899,1万+,,,https://item.jd.com/100028444551.html,(4300+),(30+),(30+),97%
华凌空调 新一级能效 变频冷暖 超大风口 1.5匹 客厅卧室空调挂机 升级电量查询 KFR-35GW/N8HE1Pro,2399,2000+,,"自营,满10000-300",https://item.jd.com/100041625567.html,(1800+),-2,-2,99%
荣事达（Royalstar）大1p/1.5匹2匹家用壁挂式空调挂机出租房宿舍卧室板房节能省电除湿 大1匹单冷的-适用10-16m2 不包安装价（需额外购买安装服务）,1209,1万+,,免邮,https://item.jd.com/65898183580.html,(3300+),(70+),(70+),92%
荣事达（Royalstar）大1.5匹定频家用壁挂式空调挂机 卧室办公室节能除湿省电出租房宿舍客厅 正1匹单冷 -适用10-15m2 自行安装(全国联保六年）,1159,5万+,,免邮,https://item.jd.com/66462798888.html,(1.3万+),(300+),(300+),92%
美的空调挂机1.5匹 新一级能效 变频冷暖卧室家用壁挂 大风口空调挂机 智能家电 防直吹自清洁 极酷,2698,1万+,,"自营,闪购",https://item.jd.com/100015129152.html,(9100+),(20+),(20+),99%
美的（Midea）空调 大1匹/1.5匹 新三级变频空调冷暖 自清洁智能低噪空调挂机 智弧 大1匹--智弧MJA3,2299,5000+,,"自营,券2000-30",https://item.jd.com/10043322577067.html,(3000+),-8,-8,98%
格力（GREE）空调 京东小家智能生态 3匹 云颜 新1级能效 客厅空调立式柜机KFR-72LW/NhPa1BAj,7199,10万+,,自营,https://item.jd.com/100022875450.html,(4.8万+),(200+),(200+),98%
格力（GREE）1.5匹 云恬 新1级能效 变频 自清洁 智能 壁挂式空调挂机KFR-35GW/NhAe1BG珊瑚玉色,3199,50万+,,自营,https://item.jd.com/100008718537.html,(20万+),(1000+),(1000+),98%
海信（Hisense）2匹 自然风 三级能效 急速冷暖手机智控 变频冷暖自清洁两匹空调立式柜机KFR-50LW/A190-X3,3299,5万+,,"自营,券3000-100",https://item.jd.com/100028171752.html,(3.1万+),(80+),(80+),99%
华凌空调 新一级能效 变频冷暖 大风口 1匹 客厅卧室挂式空调挂机智能遥控 京东小家 KFR-26GW/N8HL1,1999,20万+,,"自营,满10000-300",https://item.jd.com/100030560392.html,(19万+),(300+),(300+),99%
康佳（KONKA）2匹 新能效 第四代自清洁 一键节能 变频客厅空调 立式圆柱柜机 KFR-51LW/YC3,2999,2万+,,自营,https://item.jd.com/100031447728.html,(1.2万+),(40+),(40+),98%
TCL空调 壁挂式 新一级能效 变频冷暖 节能省电 WIFI智控 高温智清洁 家用卧室挂机 以旧换新 1.5匹 净润风 适用面积：15-22㎡ 新能效,2199,2万+,,自营,https://item.jd.com/10044353713151.html,(1.5万+),(50+),(50+),99%
奥克斯(AUX)空调出品华蒜大1.5匹 新能效变频冷暖节能自清洁家用出租房壁挂式空调挂机35G/BpR3HSQK15(B3,1788,5000+,,,https://item.jd.com/100044552951.html,(3100+),(10+),(10+),98%
长虹空调一级冷暖变频卧室挂机智能操控京小宅自清洁大1匹KFR-26GW/ZDHQW1+R1 大1匹,1849,200+,,,https://item.jd.com/10047240449101.html,(100+),-1,-1,97%
康佳（KONKA）大1匹/1.5匹冷暖 定速 新能效 空调挂机 大风量卧室节能除湿出租房宿舍 大1匹冷暖 KFR-26GW/5M5A-D 全国联保,1549,2万+,,"免邮,每满1549-50",https://item.jd.com/10040322729361.html,(1.7万+),(100+),(100+),97%
云米（VIOMI）1匹空调 新能效定频 单冷空调壁挂式 iCool 2T 智能除湿 快速制冷 以旧换新 KF-26GW/Y4PCB-D5,1499,5万+,,自营,https://item.jd.com/100020870125.html,(3.5万+),(200+),(200+),96%
美的（Midea）1.5匹 风尊 科技版 新一级能效 变频冷暖 壁挂式空调挂机 京东小家智能家电 KFR-35GW/N8MXC1,3099,50万+,,"自营,券999-30,满10000-300",https://item.jd.com/100020126913.html,(65万+),(1100+),(1100+),99%
TCL 大2匹 新三级能效变频节能冷暖智净风除菌立柜式 客厅柜机柔风空调KFR-51LW/JV2Ea+B3 以旧换新,3499,20万+,,自营,https://item.jd.com/100042486907.html,(16万+),(300+),(300+),99%
科龙空调 挂机 1.5匹 新一级能效 变频节能 智能WIFI 低噪 柔风 卧室壁挂式 以旧换新 KFR-35GW/QQA1 青春派Pro,2199,5000+,,"自营,券2000-100",https://item.jd.com/10034843054450.html,(2200+),-6,-6,99%
富士通 15-24㎡适用 新2级能效 1.5匹 全直流变频空调 日本同款挂机ASQG12KTCA (KFR-35GW/Bpkta),4599,5000+,,自营,https://item.jd.com/6995708.html,(4800+),(10+),(10+),99%
美的（Midea）1.5匹 风尊 旗舰版 新一级能效 变频冷暖 壁挂式空调挂机 京东小家智能家电 KFR-35GW/N8MXC1A,3799,50万+,,"自营,券999-30,满10000-300,赠",https://item.jd.com/100035346064.html,(65万+),(1100+),(1100+),99%
科龙空调 大1匹 新一级能效 变频节能 快速冷暖 智能wifi 柔风低噪 壁挂式 卧室挂机 以旧换新 KFR-26GW/QQA1(1N41) 青春派Pro,2099,2000+,,"自营,券2000-100,满1900-50",https://item.jd.com/10034844095123.html,(1800+),(10+),(10+),98%
奥克斯(AUX) 空调 出品华蒜 大1.5匹 新能效三级 空调挂机 变频节能家用冷暖挂壁式KFR-35G/BpR3HSQK15(B3),1788,1万+,,,https://item.jd.com/100034379527.html,(4300+),(30+),(30+),97%
美的（Midea）大1匹 风尊 时尚版 新一级能效 变频冷暖 壁挂式空调挂机 京东小家智能家电 KFR-26GW/N8MXC1,2799,50万+,,"自营,券999-30,满10000-300",https://item.jd.com/100035346016.html,(65万+),(1100+),(1100+),99%
奥克斯（AUX）大1.5匹空调挂机倾静系列变频新三级冷暖节能家用卧室壁挂式空调挂机KFR-35GWBpR3AQF19(B3),2099,2万+,,"自营,厂商配送,赠",https://item.jd.com/100019892831.html,(1.4万+),(50+),(50+),98%
长虹（CHANGHONG)1.5匹新一级变频冷暖 独立除湿空调挂机京东小家智能生态KFR-35GW/ZDTCW1+R1以旧换新,2099,20万+,,自营,https://item.jd.com/100015758004.html,(21万+),(600+),(600+),99%
【美的安装】美的出品空调挂机大1匹冷暖变频一级能效节能家用美的卧室新风空调 大1匹新三级变频冷暖(HF3/HA3随机发）,1898,200+,,"券2999-20,赠",https://item.jd.com/10064683821955.html,(100+),0,0,98%
美的(Midea)空调 2匹旋耀 壁挂式大风量客厅商铺挂机智能空调 KFR-50GW/N8MXA1,5999,5万+,,"自营,厂商配送,券999-50,,",https://item.jd.com/100041625587.html,(5.1万+),(60+),(60+),99%
海尔（Haier）静悦 1.5匹 变频 新能效 卧室冷暖空调挂机 智能 自清洁 KFR-35GW/02KBB83U1 以旧换新,2449,20万+,,"自营,券999-30,满5000-200",https://item.jd.com/100017835101.html,(15万+),(400+),(400+),99%
奥克斯（AUX）大1匹 新1级能效 易拆银离子滤网 变频冷暖 京裕Ⅱ空调挂机(KFR-26GW/BpR3AQE1(B1)) 独立除湿,2399,10万+,,"自营,券5000-200,每满2000-200",https://item.jd.com/100020059640.html,(6.7万+),(60+),(60+),99%
美的(Midea)空调 2匹风酷 新能效 智能变频冷暖 客厅空调立式柜机 KFR-51LW/N8MJC3京东小家智能生态,4599,20万+,,"自营,券999-50,满10000-300",https://item.jd.com/100019881984.html,(21万+),(200+),(200+),99%
科龙（KELON）空调 3匹 新一级能效 舒适柔风 变频冷暖 圆柱立式柜机 京东小家 郁金香KFR-72LW/VEA1(2N33),4999,5万+,,自营,https://item.jd.com/100002403242.html,(5.9万+),(100+),(100+),99%
科龙（KELON）空调 大1匹 新一级能效 舒适柔风 变频冷暖 自清洁 壁挂式挂机 青春派Pro KFR-26GW/QAA1(1N41),2069,20万+,,"自营,秒杀,券1000-100",https://item.jd.com/100001170640.html,(16万+),(400+),(400+),99%
TCL 大3匹 新一级能效变频冷暖 智净风 净离子除菌 立柜式 客厅柜机空调KFR-72LW/JV2Ea+B1 以旧换新,4999,20万+,,自营,https://item.jd.com/100035453875.html,(16万+),(300+),(300+),99%
美的(Midea) 2匹 锐云 新一级能效 变频冷暖 自清洁 客厅空调柜机 京东小家智能自营KFR-51LW/N8XHA1,5599,20万+,,"自营,券999-50,满10000-300",https://item.jd.com/100013212166.html,(21万+),(200+),(200+),99%
TCL大3匹新一级能效变频冷暖 小金聆T7G 智慧语音 除菌自清洁立柜式客厅柜机空调KFR-72LW/RT7Ga+B1,5499,20万+,,"自营,新品",https://item.jd.com/100048516971.html,(16万+),(300+),(300+),99%
奥克斯(AUX)大2匹空调 新能效 变频冷暖 自清洁 空调立式客厅空调柜机 一键舒风自动水洗 华蒜,3488,2000+,,秒杀,https://item.jd.com/100044552955.html,(2000+),-6,-6,99%
海信（Hisense）1.5匹 自然风 新一级能效 大风量速冷暖 APP智能变频防直吹壁挂式挂机 KFR-35GW/E370-X1,2299,20万+,,自营,https://item.jd.com/100020178231.html,(20万+),(500+),(500+),99%
奥克斯（AUX）空调柜机 2匹立式 一级能效 家用立式空调冷暖小型自清洁 独立除湿(KFR-51LW/BpR3CPA600(B1)),4399,2万+,,"自营,券5000-200,每满4000-200",https://item.jd.com/100009239331.html,(1.6万+),(20+),(20+),99%
科龙（KELON）空调 3匹 新一级能效 客餐厅15米远距送风 变频冷暖圆柱立式柜机KFR-72LW/LX1-X1【一价全包版】,5399,5万+,,自营,https://item.jd.com/100028245598.html,(5.8万+),(100+),(100+),99%
海信（Hisense）3匹 自然风 舒适柔风 新一级智能变频三匹立式柜机空调 京东小家智能生态 KFR-72LW/A390-X1,5299,5万+,,"自营,满5000-200",https://item.jd.com/100008847233.html,(3.1万+),(80+),(80+),99%
华凌空调挂机新一级新能效变频冷暖1匹1.5匹自清洁以旧换新手机智能防直吹卧室壁挂式直抽过滤网 大1匹KFR-26GW/N8HA1,1999,1万+,,"自营,券3500-50",https://item.jd.com/10044864636768.html,(7300+),(10+),(10+),99%
海信（Hisense）大1匹 自然风 新能效 一键息屏节能省电自清洁冷暖空调大一匹壁挂式挂机KFR-26GW/E25A3,1999,5万+,,自营,https://item.jd.com/100002083415.html,(4.9万+),(80+),(80+),99%
TCL 大2匹 新三级能效 变频冷暖 乐轩风 以旧换新 壁挂式空调挂机 KFRd-51GW/D-FH11Bp(B3)卧室客厅,2999,50万+,,自营,https://item.jd.com/100015259386.html,(45万+),(1300+),(1300+),99%
美的（Midea) 新一级能效i青春II智能家电变频冷暖1.5匹 冷静星升级款 KFR-35GW/N8XHB1,2699,500+,,"自营,券999-30",https://item.jd.com/100041837587.html,(200+),0,0,98%
长虹（CHANGHONG) 大3匹新一级能效熊猫懒 变频冷暖精准控温 空调立式柜机KFR-72LW/ZDTTW1+R1以旧换新,4799,10万+,,"自营,每满4700-200",https://item.jd.com/100009058571.html,(7.5万+),(90+),(90+),99%
海信（Hisense）1.5匹 自然风 新能效 变频冷暖 睡眠模式 快速制冷暖壁挂式卧室挂机 KFR-35GW/E25A3a,2099,5万+,,自营,https://item.jd.com/100005053412.html,(4.9万+),(80+),(80+),99%
海信（Hisense）3匹 自然风 舒适柔风 新一级智能变频三匹立式柜机空调 京东小家智能生态 KFR-72LW/A390-X1,5299,5万+,,自营,https://item.jd.com/100008847233.html,(3.1万+),(80+),(80+),99%
