商品标题,商品价格,评论量,店铺名字,标签,商品详情页,好评数量,中评数量,差评数量,分数
松下（Panasonic）除湿机/抽湿机 家用卧室办公室地下室轻音干衣吸湿F-C16YCR,1299,2万+,,自营,https://item.jd.com/100000117862.html,(1万+),(90+),(90+),98%
多乐信（DOROSIN）除湿机/抽湿机 除湿量60升/天 别墅 家用地下室工业 APP手机遥控 ER-60,1977,5000+,,"自营,1件9折",https://item.jd.com/100015550009.html,(1800+),(10+),(10+),98%
德业（Deye）除湿机/抽湿机 除湿量21升/天 家用轻音别墅地下室除湿器干燥机米家智能款DYD-U20A3,1824,2000+,,"自营,1件9折",https://item.jd.com/100030863170.html,(1000+),-10,-10,98%
苏泊尔(SUPOR 除湿机家用轻音卧室客厅大功率抽湿器宿舍多功能干衣净化 EDIH-01A-12 白色,999,22,,"自营,新品,每满999-200",https://item.jd.com/10066957514432.html,-5,0,0,100%
新典 工业除湿机 车间仓库大功率抽湿 地下室大面积吸湿 干衣干燥除湿器 XD-138 适用面积138-260平方米 车间/仓库/地下室 大功率 商用吸湿器,2499,2000+,,,https://item.jd.com/10045481912083.html,(1300+),-6,-6,99%
奥克斯（AUX） 除湿机家用卧室抽湿机空气吸湿器除潮神器地下室大功率KDY10-01W KDY10-10W,589,2000+,,"京东物流,免邮,券589-100",https://item.jd.com/68456074124.html,(800+),-7,-7,98%
松井（SONGJING）除湿/抽湿机 除湿量12升/天 家用轻音节能干衣净化多功能卧室地下室吸湿SJ-121E,539,5万+,,自营,https://item.jd.com/4838780.html,(4.1万+),(100+),(100+),99%
米家 小米除湿机 家用抽湿机 大除湿量 每日可达22L 五重降噪 卧室轻音 除潮空气 干衣机 米家除湿机,1199,1000+,,免邮,https://item.jd.com/10048722051398.html,(200+),-3,-3,97%
百奥（PARKOO）除湿机/抽湿机 24L大除湿量 APP手机控制 干衣净化家用地下室抽湿别墅卧室PD253D,1199,5000+,,"自营,品质认证,1件9折",https://item.jd.com/100009166208.html,(2300+),(10+),(10+),99%
bures(百而思)除湿机器家用抽湿机除潮机卧室吸湿去湿防潮小型地下室房间空气干燥机20㎡ 家居智能除湿机,399,500+,,自营,https://item.jd.com/10054195336178.html,(100+),-1,-1,98%
德业（Deye）除湿机/抽湿机 除湿量22升/天 家用轻音地下室干衣除湿器干燥机DYD-T22A3,1488,10万+,,自营,https://item.jd.com/5776918.html,(4万+),(100+),(100+),99%
德业（Deye） 除湿机家用轻音抽湿机 卧室除湿器22升/天DYD-T22A3 【智能APP操控款】,1488,5000+,,"京东物流,秒杀,免邮,每满1488-200",https://item.jd.com/11043140128.html,(3000+),(10+),(10+),98%
百奥（PARKOO）除湿机/抽湿机/干衣 除湿量12升/天 家用低音除湿器地下室衣帽间干衣HD165A,599,2万+,,"自营,1件9折",https://item.jd.com/1299656.html,(1.7万+),(100+),(100+),98%
欧井（Eurgeen）除湿机/抽湿机 除湿量20升/天 适用面积40-120㎡ 家用地下室轻音净化干衣吸湿 OJ-231E,1210,5万+,,"自营,1件9折",https://item.jd.com/2460075.html,(3.5万+),(100+),(100+),99%
百奥（PARKOO）除湿机/抽湿机/干衣 除湿量16升/天 家用抽湿机吸湿地下室干燥机干衣净化 APP控制PD09D-16,779,2000+,,"自营,1件9折",https://item.jd.com/100017164524.html,(600+),-3,-3,99%
斗禾 （DOUHE)除湿器家用除湿机桌面小型抽湿机干燥机卧室迷你吸湿室内防潮抽湿净化空气去湿机 湘叶黄,299,5000+,,"京东物流,免邮,满280-30",https://item.jd.com/10027429771133.html,(600+),-4,-4,98%
欧井（Eurgeen）除湿机/抽湿机 除湿量12升/天 轻音36分贝 家用卧室干衣吸湿地下室干燥机 OJ-128E,610,5万+,,"自营,品质认证,1件9折",https://item.jd.com/6910804.html,(4.3万+),(100+),(100+),99%
格力（GREE）抽湿机/除湿机 除湿量12升/天 家用轻音卧室办公室地下室低噪干衣长效定时 (DH12EN),1098,2万+,,自营,https://item.jd.com/100006102400.html,(5000+),(60+),(60+),97%
京东京造 除湿机/抽湿机 除湿量22L/天 家用除湿器 六重降噪 睡眠轻音 智能恒湿调节 APP智联 4.8L大水箱,999,1000+,,自营,https://item.jd.com/100027901359.html,(200+),-5,-5,96%
志高（CHIGO） 除湿机/抽湿机/除湿器 20升/天 家用轻音净化 卧室地下室工业干燥机干衣机 20L-旗舰款【负离子净化+强力除湿】,999,2万+,,,https://item.jd.com/10053058455861.html,(2100+),(20+),(20+),97%
德业（Deye） 除湿机/抽湿机 除湿器12升/天 家用轻音吸湿器、地下室干燥/干衣机 Z12A3【米家智联版】,699,5000+,,"京东物流,免邮,每满699-60",https://item.jd.com/70902029224.html,(1100+),-8,-8,99%
志高（CHIGO）除湿机家用抽湿机除湿器 12升/天 卧室地下室轻音净化干燥机干衣机 12L-升级款【节能低噪 一键干衣】,599,2000+,,"京东物流,免邮,每满589-40",https://item.jd.com/10049292635290.html,(300+),-3,-3,98%
德业（Deye）除湿机/抽湿机 除湿量50升/天 App手机遥控 家用地下室复式别墅商用工业吸湿 DYD-D50A3,2220,5万+,,"自营,1件9折",https://item.jd.com/1060861.html,(3.3万+),(100+),(100+),99%
安诗曼 德国（Ansmen）家用除湿机小型卧室除湿器室内除潮静音负离子抽湿机ASM-160JE 白色,999,200+,,,https://item.jd.com/72252855525.html,(60+),-2,-2,96%
格力（GREE）抽湿机/除湿机 家用卧室办公室低噪干衣除湿器12升/天 适用面积20平方米以内 卧室(DH12EA),1280,1万+,,自营,https://item.jd.com/7093559.html,(6200+),(20+),(20+),99%
奥克斯 （AUX） 除湿机家用大功率液晶显示抽湿机负离子空气净化地下室干燥去湿干衣 KDY10-01W,529,1000+,,"京东物流,免邮,每满529-30,赠",https://item.jd.com/10028164720329.html,(200+),-6,-6,96%
TCL 除湿机家用干衣机抽湿机100平米整屋除湿卧室地下室仓库轻音净化除湿器 2023升级款 16L 大量款,1199,1000+,,"京东物流,券300-30,满200-30",https://item.jd.com/10044916104357.html,(300+),-3,-3,99%
松下（Panasonic） 除湿机家用 除湿干衣两用抽湿机自动除霜地下室空气干燥机便携移动去湿 日量8升F-C16YCR,1199,2000+,,京东物流,https://item.jd.com/56335946664.html,(500+),-6,-6,97%
京东京造 除湿机/抽湿机 除湿量24升/天 家用地下室抽湿净化干衣除湿器,1099,1万+,,"自营,闪购",https://item.jd.com/100022750460.html,(1800+),(20+),(20+),97%
格力（GREE）抽湿机/除湿机 除湿量20升/天 家用轻音卧室办公室地下室干衣 智能数控(DH20EH),1780,2万+,,自营,https://item.jd.com/1511114.html,(1.5万+),(80+),(80+),98%
欧井除湿机家用抽湿机40升地下室仓库别墅卧大户型泵压自动排水,1699,200+,,自营,https://item.jd.com/10061532640353.html,(100+),0,0,100%
奥克斯 （AUX）除湿机家用抽湿机卧室去湿器吸湿干燥除潮防潮小型迷你抽湿器地下室干燥机 KDY-DZ05A,249,1000+,,"京东物流,免邮,每满249-10,赠",https://item.jd.com/10050363654652.html,(100+),-4,-4,95%
德业（Deye） 除湿机家用抽湿机除湿器工业地下室别墅干燥机吸湿器去湿机抽湿除潮机G25A3,1299,1万+,,"京东物流,免邮",https://item.jd.com/16063724860.html,(9400+),(10+),(10+),99%
奥克斯（AUX） 奥克斯(AUX) 除湿机 家用抽湿机去湿器吸湿干燥除潮防潮小型抽湿神器地下室 KDY-DZ02,259,1万+,,"免邮,券259-60",https://item.jd.com/68455635560.html,(3000+),(90+),(90+),94%
志高除湿机家用卧室小型抽湿地下室除湿器大功率抽湿机吸湿干燥机 智能款,279,500+,,免邮,https://item.jd.com/10021427109441.html,(100+),-3,-3,95%
多乐信（DOROSIN）除湿机/抽湿机 适用面积20-40平方 除湿量21升/天 压缩机 家用地下室吸湿 HD-260E,1100,2000+,,"自营,1件9折",https://item.jd.com/100015518371.html,(500+),-6,-6,97%
奥克斯（AUX）除湿机家用抽湿机卧室静音地下室迷你除湿器吸湿去湿干燥机KDY-DZ01 白色,239,2000+,,"免邮,每满230-30",https://item.jd.com/36167311950.html,(900+),(10+),(10+),97%
海尔（Haier）除湿机/抽湿机 京东小家智能生态 除湿量36升/天 家用地下室别墅工业除湿机app智控 CF36-PK1,1665,2000+,,"自营,1件9折",https://item.jd.com/100025079055.html,(400+),-3,-3,98%
hysure 除湿机家用抽湿机卧室宿舍轻音迷你回南天除湿器吸湿去湿小型干燥机 Q1-轻音除湿机,189,1万+,,"京东物流,每满189-50",https://item.jd.com/46917262292.html,(2300+),(20+),(20+),97%
德业（Deye）除湿机/抽湿机 除湿量58升/天 家用地下室别墅干衣变频吸湿DYD-V58A3,3580,2000+,,"自营,1件9折",https://item.jd.com/6440508.html,(700+),-8,-8,98%
线下同款美的（Midea） 除湿机抽湿器12升18升20升30L50L手机控制干衣家用商用工业地下室卧室 12升性价比之选【20平方】,569,200+,,"放心购,券10000-300",https://item.jd.com/10055974717271.html,(90+),-1,-1,97%
欧井（Eurgeen）除湿机/抽湿机 除湿量12升/天 轻音36分贝 家用卧室干衣吸湿器地下室干燥机 OJ-128E,610,5万+,,自营,https://item.jd.com/6910804.html,(4.3万+),(100+),(100+),99%
奥克斯 （AUX）除湿机家用抽湿机卧室去湿器吸湿干燥除潮防潮小型迷你抽湿器地下室干燥机 KDY-DZ02G,239,2000+,,"放心购,免邮,每满239-10,赠",https://item.jd.com/10038894565352.html,(400+),-10,-10,96%
德业（Deye） 除湿机家用地下室别墅抽湿机除湿器 大功率工业轻音去湿机干燥机除潮F20C3,1288,1万+,,"京东物流,放心购,免邮",https://item.jd.com/10782793597.html,(6300+),(10+),(10+),99%
海尔（Haier） 除湿机/抽湿机/除湿器 12L/天 家用轻音卧室地下室档案室吸湿器 干燥机干衣机 负离子除菌DE12DU1,699,100+,,"京东物流,免邮,每满659-100",https://item.jd.com/10057084781617.html,(20+),0,0,100%
多乐信（DOROSIN）除湿机/抽湿机 150-350平方米 车间仓库地下室别墅工业大功率DR-1502L,2550,2万+,,"自营,1件9折",https://item.jd.com/2340823.html,(6500+),(20+),(20+),99%
美的（Midea）家用除湿机 京东小家WIfi智能生态 除湿量50升/天抽湿机 大仓库地下室工业CF50BD/N7-DP5,2444,1000+,,"自营,1件9折",https://item.jd.com/100023530003.html,(400+),-5,-5,96%
德业20升家用除湿机，高配除湿量，松下压缩机，超性价比,1110,5万+,,自营,https://item.jd.com/100002541153.html,(1.5万+),(100+),(100+),98%
奥克斯(AUX)除湿机/抽湿机 除湿量10升/天 家用轻音吸湿器地下室干燥机干衣净化 wifi手机控制KDY-01WS,679,500+,,"自营,1件9折",https://item.jd.com/100039647538.html,(100+),0,0,98%
美的(Midea) 家用除湿机 干衣/抽湿机 除湿量30升/天大功率 别墅/地下室商用工业吸湿CF30BD/N7-DP4,1666,1万+,,"自营,1件9折",https://item.jd.com/100015095504.html,(2300+),(20+),(20+),97%
美的（Midea）家用除湿机 干衣/抽湿机 除湿量47升/天快速见效家用别墅/地下室商用工业吸湿CF47BD/N7-DP4,2222,5000+,,"自营,1件9折",https://item.jd.com/100007140985.html,(1900+),(20+),(20+),97%
格力（GREE） 除湿机家用卧室衣柜抽湿器迷你小型小空间干衣干燥吸湿去湿除潮抽湿机 DH03PAA1A,458,100+,,"自营,每满450-20",https://item.jd.com/10059884139611.html,(20+),-1,-1,93%
JHS 除湿机/抽湿机 家用静音智能除湿器 地下室压缩机式除潮机 辅助净化干衣吸湿干燥机 日量（12 L）,499,2万+,,"京东物流,放心购,免邮",https://item.jd.com/1130376609.html,(2.7万+),(300+),(300+),97%
湿美（MSSHIMEI） 家用除湿机适用:20~50㎡吸湿器抽湿地下室空气去湿干燥除湿机 60L【适合100平内使用】,1899,1000+,,,https://item.jd.com/10026664128406.html,(800+),-3,-3,99%
苏泊尔（SUPOR）除湿机/抽湿机 除湿量20升/天 家用轻音地下室干衣除湿器干燥机 白色,1599,16,,"京东物流,新品,闪购,满1599-400",https://item.jd.com/10067271729445.html,-8,0,0,88%
格力（GREE）抽湿机/除湿机 家用卧室办公室低噪干衣除湿器 40升/天 适用120㎡以内 智能数控(DH40EH),2680,1万+,,自营,https://item.jd.com/1511120.html,(7000+),(30+),(30+),98%
美的(Midea)除湿机/抽湿机 京东小家智能生态 除湿量12升/天吸湿器 app智控uv/正负离子净化CF12BD/DQ1,1099,1000+,,自营,https://item.jd.com/100030176346.html,(200+),-5,-5,96%
苏泊尔 (SUPOR )除湿机 家用 抽湿机智能除湿器 室内家庭卧室地下室干燥机 白色,1499,6,,"京东物流,放心购,新品,闪购,免邮,",https://item.jd.com/10066842502601.html,-1,0,0,100%
奥克斯 （AUX） 除湿机家用大功率液晶显示抽湿机负离子空气净化地下室干燥去湿干衣 KDY10-01W,559,1000+,,"京东物流,放心购,免邮,每满559-60",https://item.jd.com/10053624545174.html,(100+),-2,-2,97%
志高（CHIGO）除湿机家用抽湿机除湿器 12升/天 卧室地下室轻音净化干燥机干衣机 12L-升级款【节能低噪 一键干衣】,599,2000+,,,https://item.jd.com/10049292635290.html,(300+),-3,-3,98%
欧井（Eurgeen）除湿机/抽湿机 除湿量50升/天 泵压排水 家用地下室别墅商用工业净化净味吸湿 OJ-550EP,2221,2万+,,"自营,1件9折",https://item.jd.com/3941933.html,(2.6万+),(60+),(60+),99%
海信（Hisense）海信（Hisense）除湿机抽湿机除湿器12升每天适用20-60平米家用轻音抽湿负离子净化 大屏触控,699,2000+,,"自营,每满698-130",https://item.jd.com/10045982400794.html,(500+),-8,-8,96%
海尔（Haier）除湿机/抽湿机/除湿器 12L/天 家用轻音卧室地下室档案室吸湿器 干燥机干衣机 CF12-KAE,699,5,,"京东物流,放心购,免邮,每满699-100",https://item.jd.com/10067866884699.html,-2,0,0,100%
德尔玛（Deerma）干衣除湿小型迷你除湿盒 可循环除湿器 干燥防潮除湿DEM-CS50M,69,2万+,,"自营,券300-30",https://item.jd.com/100003430148.html,(4800+),(70+),(70+),97%
苏宁宜品除湿机抽湿机家用除湿器卧室抽湿器室内地下室干燥机小型干衣机吸湿去湿防潮专用 旗舰款-双核+空气净化,459,19,,"新品,券300-90,满200-30",https://item.jd.com/10067872618545.html,(10+),0,0,100%
海尔（Haier） 紫外线杀菌除湿机/抽湿机 适用25-85平方米 家用卧室地下室 静音WIFI智能 小海绵 DE12A,999,5000+,,"京东物流,免邮,券2000-50,",https://item.jd.com/49292896026.html,(3300+),(10+),(10+),99%
苏宁宜品 除湿机家用小型抽湿机卧室静音吸湿器地下室防潮除湿器去湿除潮干燥机 克莱因蓝升级款,259,56,,"京东物流,免邮,券109-30",https://item.jd.com/10067554031526.html,-9,0,0,100%
米家 小米除湿机 家用抽湿机 大除湿量 每日可达22L 五重降噪 卧室轻音 除潮空气 干衣机 智能互联,1199,200+,,"自营,厂商配送",https://item.jd.com/100040163427.html,(30+),0,0,100%
格力（GREE） 除潮除湿机家用 轻音抽湿机 干燥机 wifi智能室内干衣空气净化卧室去湿机 DH25EPA1C,2780,100+,,"自营,券2500-100,每满2700-200",https://item.jd.com/10047710727175.html,(20+),0,0,100%
海尔（Haier） 除湿机/抽湿机 除湿量22升/天 家用轻音 净化吸湿器地下室档案室干燥机 干衣机 DE22J,1499,200+,,"京东物流,放心购,免邮,",https://item.jd.com/10054092974372.html,(80+),0,0,98%
奥克斯 （AUX） 除湿机家用大功率液晶显示抽湿机负离子空气净化地下室干燥去湿器干衣 KDY10-01W,529,1000+,,,https://item.jd.com/10028164720329.html,(200+),-6,-6,96%
格力（GREE） 抽湿机/除湿机 家用卧室办公室地下室低噪干衣除湿器12升/天 适用面积5 (DH12EN),888,500+,,"放心购,免邮",https://item.jd.com/65607730132.html,(100+),0,0,99%
海尔（Haier） 除湿机/抽湿机 除湿量12升/天 家用轻音吸湿器地下室干燥机干衣机 CF12-KAE,699,2000+,,"京东物流,放心购,免邮,每满699-100",https://item.jd.com/10037577279960.html,(1100+),-6,-6,99%
海信（Hisense） 除湿机家用抽湿机卧室除湿器吸湿干燥除潮防潮小型抽湿神器 10L/天（整屋）CF10BD/G,499,2000+,,券499-30,https://item.jd.com/10047545201221.html,(400+),-5,-5,97%
艾普莱斯AIRPLUS家用除湿机 节能吸湿器/全自动地下室抽湿机/除湿气干燥机/干衣 AP01-906EB【专享】,239,100+,,自营,https://item.jd.com/100028850719.html,(10+),0,0,94%
海信（Hisense） 除湿机家用抽湿机卧室除湿器吸湿干燥除潮防潮小型抽湿神器 12L/天（整屋）CF12BD/GS,569,2000+,,券499-30,https://item.jd.com/10047545201222.html,(400+),-5,-5,97%
多乐信（DOROSIN）除湿机/抽湿机 150-350平方米 车间仓库地下室别墅工业大功率DR-1502L,2550,2万+,,自营,https://item.jd.com/2340823.html,(6500+),(20+),(20+),99%
德业（Deye） 除湿机/抽湿机 智能除湿器 家用轻音/地下室 20L/天干燥/干衣机 wifi控制 N20A3,1288,2000+,,"自营,秒杀,每满1288-118",https://item.jd.com/70425604104.html,(1100+),-7,-7,98%
南极人 除湿机家用卧室静音抽湿机宿舍干燥吸湿神器小型室内地下室 除湿机 白,125,200+,,"免邮,券11-10",https://item.jd.com/10036145607672.html,(40+),-1,-1,91%
奥克斯 （AUX） 除湿机家用卧室去湿器吸湿空气净化干燥除潮防潮小型抽湿地下室 KDY-DZ03,329,100+,,"京东物流,免邮,每满329-30,赠",https://item.jd.com/10035395042023.html,(10+),0,0,94%
hysure空气净化除湿机家用地下室小型抽湿机吸湿器去湿机空气干燥机辅助干衣 双核+2.5L大容量,459,10,,"新品,券350-60,满200-30",https://item.jd.com/10068012175638.html,-4,0,0,100%
德业（Deye） 除湿机/抽湿机除湿量22升/天 轻音家用地下室干衣除湿器DYD-T22A3,1488,2000+,,"放心购,免邮,每满1488-200",https://item.jd.com/50440104437.html,(600+),0,0,100%
德业（Deye） 除湿机家用抽湿机除湿器工业地下室别墅干燥机吸湿器去湿机抽湿器除潮机G25A3,1299,1万+,,放心购,https://item.jd.com/16063724860.html,(9400+),(10+),(10+),99%
格力（GREE） 除湿除潮机家用地下室卧室内抽湿机低噪干衣干燥除湿器小档案室去湿机吸湿12升 DH12EN,888,5000+,,自营,https://item.jd.com/64198727510.html,(2200+),(10+),(10+),98%
Bures（百而思）除湿机家用抽湿机吸湿器小型室内空气除潮去湿器小空间房间低噪吸潮机智能干燥机小米白 升级款,399,500+,,"京东物流,免邮,每满399-20",https://item.jd.com/10052451699482.html,(200+),0,0,100%
欧井（Eurgeen）京东小家智能生态 除湿机/抽湿机 除湿量20升/天 家用地下室净化干衣轻音 OJ-211E,1208,2000+,,"自营,1件9折",https://item.jd.com/100013659286.html,(1200+),-2,-2,99%
德业（Deye） 除湿机家用卧室轻音抽湿机 工业除湿器50L/D DYD-D50A3,2199,5000+,,"京东物流,放心购,免邮,",https://item.jd.com/15350488958.html,(4000+),-8,-8,99%
美的（Midea） 除湿机/抽湿机12L/18L/20升/30L/50L小方物家用地下室卧室干衣净化 推荐12L【2-20㎡】,599,1000+,,免邮,https://item.jd.com/10045657349143.html,(200+),-4,-4,97%
多乐信（DOROSIN）除湿机/抽湿机 适用面积20-40平方 除湿量21升/天 压缩机除湿 家用地下室吸湿器 HD-260E,1100,2000+,,自营,https://item.jd.com/100015518371.html,(500+),-6,-6,97%
多乐信（DOROSIN）除湿机/抽湿机 除湿量42升/天 App手机遥控 家用地下室复式别墅商用工业吸湿 HD-420,1644,2000+,,"自营,1件9折",https://item.jd.com/100023352073.html,(1200+),-9,-9,98%
奥克斯（AUX） 除湿机家用抽湿机卧室低噪音地下室迷你除湿器吸湿去湿干燥机,239,10万+,,"京东物流,免邮,满219-10",https://item.jd.com/28272212617.html,(3.2万+),(500+),(500+),97%
苏泊尔（SUPOR ）便携干衣机小型烘衣机家用除湿机差旅宿舍干衣神器 快速干衣便携可折叠HG61BX-05浅蓝色,189,5000+,,"自营,闪购,券1500-120",https://item.jd.com/100026533816.html,(900+),(20+),(20+),95%
奥克斯 （AUX）除湿机家用卧室小型空气吸湿器地下室工业抽湿大功率干燥机KDY-D10AFDR2V6,599,200+,,"京东物流,免邮,每满599-50,赠",https://item.jd.com/10028164636681.html,(50+),-2,-2,96%
苏泊尔（SUPOR）家用除湿机抽湿机干燥机干衣神器卧室静音地下室仓库除潮回南天梅雨季神器12L/日 白色,1299,18,,"京东物流,新品,满1099-300",https://item.jd.com/10066685955476.html,-10,0,0,100%
Jessga除湿机室内防潮专用地下室抽湿机家用卧室吸湿器空气干燥机小型辅助干衣 标准款（单核+智能恒湿+2.8L水箱）,439,12,,"新品,券350-60,满200-30",https://item.jd.com/10067974351803.html,-8,0,0,100%
VCJ 【德国品牌】德国工业除湿机器家用静音抽湿机地下室用卧室宿舍去湿器吸湿干燥除潮防潮小型抽湿神器 【快速+干爽舒适】,138,1000+,,"免邮,券99-15",https://item.jd.com/10034884067323.html,(200+),-6,-6,95%
美的（Midea） 除湿机/抽湿机 家用净化干燥机 别墅地下室商用工业大功率吸湿器 卧室干衣机 12L【2-20㎡】家用性价比优选,569,69,,,https://item.jd.com/10060726881378.html,(30+),0,0,100%
奥克斯（AUX）奥克斯（AUX） 除湿机家用抽湿吸湿室内干燥机工业除潮大功率地下室KDY-DP22A 白色,1388,1000+,,"自营,满1300-389",https://item.jd.com/10030323516396.html,(400+),0,0,99%
hysure 除湿机家用卧室宿舍大水箱抽湿机回南天地下室迷你除湿器轻音吸湿器 升级版大容量除湿机（白色面盖）,159,1万+,,"京东物流,秒杀,每满159-10",https://item.jd.com/10036120820615.html,(1.2万+),(10+),(10+),99%
多乐信（DOROSIN）除湿机/抽湿机 APP手机遥控150-300m2地下室仓库大功率复式别墅商用工业吸湿 DK-130,2422,75,,"自营,1件9折",https://item.jd.com/100050071645.html,(20+),0,0,100%
美的（Midea）除湿机/抽湿机 除湿量70升/天 大功率净化除湿 工厂仓库地下室水泵排水工业吸湿CF70BD/N8-DL1,2699,500+,,自营,https://item.jd.com/100029181875.html,(100+),-2,-2,97%
苏宁宜品 除湿机家用小型抽湿机卧室静音吸湿器地下室防潮除湿器去湿除潮干燥机 皓月白升级款,259,56,,"京东物流,免邮,券109-30",https://item.jd.com/10067554031529.html,-9,0,0,100%
浩立德 除湿机家用抽湿机卧室除湿器吸湿静音去湿器除潮地下室干燥机 白色--旗舰款+双核强劲,499,5000+,,"免邮,券369-100,满369-30",https://item.jd.com/10052308802274.html,(1800+),-8,-8,99%
南极人（Nanjiren） 除湿机家用卧室静音抽湿机宿舍干燥吸湿神器小型室内地下室 除湿机 白,118,200+,,,https://item.jd.com/10056258106917.html,(200+),-1,-1,99%
多乐信（DOROSIN）除湿机/抽湿机 除湿量60升/天 别墅 家用地下室工业除湿器 APP手机遥控 ER-60,1977,5000+,,自营,https://item.jd.com/100015550009.html,(1800+),(10+),(10+),98%
海尔（Haier）除湿机/抽湿机 京东小家智能生态 除湿量20升/天 家用除湿机轻音干衣 app智控 CF20-PK1,1220,2000+,,"自营,1件9折",https://item.jd.com/100018462261.html,(700+),-9,-9,98%
松下（Panasonic）除湿机/抽湿机家用 除湿量10升/天轻音干衣干燥地下室吸湿 F-YCJ10C-W（白色）,1799,200+,,自营,https://item.jd.com/100025726985.html,(70+),0,0,100%
