商品标题,商品价格,评论量,店铺名字,标签,商品详情页,好评数量,中评数量,差评数量,分数
Vidda 海信 S55 Pro 55英寸 120Hz高刷 4K超薄全面屏 3+32G MEMC防抖 智能液晶以旧换新55V1K-S,1899,100万+,,自营,https://item.jd.com/100040969043.html,(48万+),(2500+),(2500+),98%
小米Redmi 游戏电视X Pro 65英寸电竞原色屏多分区背光 120Hz高刷 智能电视L65R9-XP 咨询客服有惊喜,2999,100万+,,自营,https://item.jd.com/100041719979.html,(61万+),(2200+),(2200+),98%
京品家电海信电视 85E3G-J 85英寸4K 120Hz智慧屏130%高色域超薄全面屏 液晶智能平板机巨幕85E3H 以旧换新,5999,50万+,,"自营,满5000-900",https://item.jd.com/100022487599.html,(25万+),(600+),(600+),99%
长虹65D5 65英寸4K全景屏 2+16GB 点阵光控 智慧语音 四大投屏 平板液晶LED电视机 以旧换新,1849,20万+,,自营,https://item.jd.com/100035819179.html,(9.8万+),(300+),(300+),99%
Vidda 海信 R65 2023款 65英寸 4K超高清 全面屏电视 超薄电视 2G+16G 智能液晶以旧换新65V1H-R,2599,100万+,,"自营,每满2400-700",https://item.jd.com/100040688255.html,(48万+),(2500+),(2500+),98%
华为Vision智慧屏 86英寸超薄全面屏 4K超高清120Hz高刷智能液晶平板电视机 HD86KHAA,8499,50万+,,自营,https://item.jd.com/100038141065.html,(25万+),(1300+),(1300+),98%
Vidda 海信 50V1H-M 50英寸 4K超高清 超薄电视 全面屏电视 远场语音 1.5G+8G 游戏液晶以旧换新,1299,20万+,,"自营,新品",https://item.jd.com/100048089601.html,(12万+),(600+),(600+),98%
京品家电小米 Redmi 游戏电视 X 65英寸 120Hz高刷 HDMI2.1 3+32GB大存储 智能L65R8-X X65,2699,100万+,,"自营,赠",https://item.jd.com/100014982249.html,(61万+),(2200+),(2200+),98%
SHARP夏普电视55英寸4K超高清液晶彩电智能遥控语音2+16G云游戏客厅会议平板音乐 4T-M55Q5CA,2699,2000+,,"自营,满2000-600",https://item.jd.com/100040026967.html,(700+),-6,-6,97%
华为智慧屏 SE65 MEMC迅晰流畅 65英寸超薄全面屏 4K超高清智能电视 2GB+16GB 星际黑HD65KHAA,2599,50万+,,自营,https://item.jd.com/100038105920.html,(25万+),(1300+),(1300+),98%
海信电视65E5H 65英寸 多分区背光 120Hz高刷MEMC 4K超高清全面屏智能液晶智慧屏游戏机 以旧换新,3969,50万+,,"自营,秒杀,满3000-400",https://item.jd.com/100036557402.html,(25万+),(600+),(600+),99%
TCL电视 75Q10G 75英寸Mini LED 量子点广色域 120Hz高刷电视 4K超清全面屏 液晶智能平板机,8969,10万+,,自营,https://item.jd.com/100038907714.html,(8.9万+),(400+),(400+),98%
Vidda 海信 S43 43英寸 4K超高清 超薄全面屏电视 智慧屏 2G+16G 教育 智能液晶以旧换新43V3F,1399,100万+,,自营,https://item.jd.com/100009049001.html,(48万+),(2500+),(2500+),98%
酷开创维出品P31 75英寸120Hz防抖 4K超清护眼全面屏 声控2+16G游戏投屏液晶平板机以旧换新75P31,2699,20万+,,自营,https://item.jd.com/100037615699.html,(16万+),(900+),(900+),98%
京品家电东芝55M540F 55英寸电视 4K超清 120Hz全面屏 液晶电视机 智能平板 以旧换新 火箭炮 3+128G内存,2599,5万+,,"自营,满2000-200",https://item.jd.com/100015856984.html,(2.4万+),(90+),(90+),98%
小米电视 Redmi A75 75英寸 4K 超高清电视 金属全面屏电视 游戏智能液晶电视以旧换新L75R8-A,2799,100万+,,自营,https://item.jd.com/100037596988.html,(61万+),(2200+),(2200+),98%
Vidda 海信 S75 75英寸 4K超薄全面屏 远场语音 2+16G MEMC防抖 智慧屏 智能液晶以旧换新75V1F-S,2999,100万+,,自营,https://item.jd.com/100019141762.html,(48万+),(2500+),(2500+),98%
海信电视 75E5G 75英寸4K超清声控智慧屏 AI摄像头 130%色域超薄社交全面屏 液晶智能机巨幕,4099,500+,,"自营,厂商配送",https://item.jd.com/100020629579.html,(100+),-2,-2,97%
小米游戏电视ES Pro 55英寸 120Hz高刷 多分区背光 3+32GB大存储智能液晶平板机L55M9-SP以旧换新,3099,20万+,,自营,https://item.jd.com/100028243461.html,(9.5万+),(400+),(400+),98%
创维电视75A3 75英寸 4K超高清护眼超薄全面屏 2+16G声控杜比电视机 MEMC 游戏智能平板机以旧换新,3199,20万+,,"自营,满2999-500",https://item.jd.com/100023749638.html,(22万+),(600+),(600+),99%
海信电视55E3H 55英寸 4K超高清 无边全面屏 远场语音 2+16GB内存 液晶智慧屏 智能教育机以旧换新,1759,50万+,,"自营,秒杀,满1500-400",https://item.jd.com/100036342259.html,(25万+),(600+),(600+),99%
小米（MI）电视 EA Pro 65英寸 2G+16G金属全面屏 MEMC运动补偿 4K超高清智能机【一价无忧】企业采购,2999,5000+,,"自营,厂商配送",https://item.jd.com/100030423465.html,(900+),-10,-10,97%
Vidda 海信 R32 32英寸 高清 全面屏电视 智慧屏 1G+8G 教育电视 游戏智能液晶电视以旧换新32V1F-R,569,100万+,,"自营,秒杀",https://item.jd.com/100012809020.html,(48万+),(2500+),(2500+),98%
酷开创维出品 J3 50英寸4K超高清智慧屏超薄液晶电视全面屏投屏游戏智能语音平板机55以旧换新50J3,1088,20万+,,自营,https://item.jd.com/100037843738.html,(16万+),(900+),(900+),98%
Vidda 海信 R43 43英寸 全高清 超薄全面屏电视 智慧屏 1G+8G 教育电视 智能液晶以旧换新43V1F-R,799,100万+,,自营,https://item.jd.com/100012809042.html,(48万+),(2500+),(2500+),98%
小米电视EA43 43英寸 金属全面屏 蓝牙语音 全高清 人工智能平板教育电视机L43M7-EA以旧换新,799,100万+,,自营,https://item.jd.com/100020530568.html,(46万+),(2700+),(2700+),98%
海信电视 65E5G 65英寸4K超清 超广角AI摄像头 130%色域超薄社交全面屏 液晶智能平板机 企业采购,2799,500+,,"自营,厂商配送",https://item.jd.com/100020620687.html,(100+),0,0,99%
小米电视 Redmi A43 43英寸 全高清电视 金属全面屏电视 1G+8G 游戏智能液晶电视以旧换新L43R8-A,749,100万+,,自营,https://item.jd.com/100038958274.html,(46万+),(2700+),(2700+),98%
小米电视EA55 55英寸 金属全面屏 远场语音 逐台校准4K超高清智能教育电视机L55M7-EA以旧换新,1399,100万+,,自营,https://item.jd.com/100020530546.html,(61万+),(2200+),(2200+),98%
TCL雷鸟 雀4SE 32英寸 全高清 超薄全面屏电视 智慧屏 1G+8G 教育电视 智能液晶以旧换新32F165C,549,20万+,,自营,https://item.jd.com/100038611818.html,(9.5万+),(500+),(500+),98%
TCL雷鸟 雀4SE 43英寸 全高清 超薄全面屏电视 智慧屏 1G+8G 教育电视 智能液晶以旧换新43F165C,749,20万+,,自营,https://item.jd.com/100038611794.html,(9.5万+),(500+),(500+),98%
TCL雷鸟 雀4 55英寸 4K超高清 超薄电视全面屏 智慧屏 1.5G+8G 游戏巨幕智能液晶以旧换新55F265C,1299,20万+,,自营,https://item.jd.com/100037564904.html,(9.5万+),(500+),(500+),98%
海信电视 65E5G 65英寸4K超清 超广角AI摄像头 130%色域社交全面屏液晶智能平板机（一价无忧）,2899,100+,,"自营,厂商配送",https://item.jd.com/100037201347.html,(20+),-1,-1,93%
康佳KKTV K32 32英寸 8G高清全面屏 AI人工智能语音 老人卧室家用 无线投屏 网络平板教育液晶机,549,20万+,,"自营,闪购",https://item.jd.com/100044154887.html,(8.4万+),(300+),(300+),99%
王牌百惠 电视机客厅大屏液晶电视卧室家用高清护眼防蓝光老人彩电 智能语音小尺寸机 窄边超薄 32LED高清版,398,5000+,,,https://item.jd.com/10062190482151.html,(1400+),(20+),(20+),92%
海信电视Vidda R43 43英寸高清全面屏人工智能超薄平板液晶电视机 43V1F-R 以旧换新 43V1F-R,799,2万+,,免邮,https://item.jd.com/68462248809.html,(7300+),(30+),(30+),98%
华为智慧屏 SE55 MEMC迅晰流畅 55英寸超薄全面屏 4K超高清智能电视 2GB+16GB HD55KHAA,1799,50万+,,自营,https://item.jd.com/100021983913.html,(25万+),(1300+),(1300+),98%
小米电视 Redmi A32 32英寸 全高清电视 金属全面屏电视 1G+8G 游戏智能液晶电视以旧换新L32R8-A,549,100万+,,自营,https://item.jd.com/100039857984.html,(46万+),(2700+),(2700+),98%
海信电视 75E5G 75英寸4K超清声控智慧屏 AI摄像头 130%色域社交全面屏 液晶智能机 （一价无忧）,4399,100+,,"自营,厂商配送",https://item.jd.com/100037201319.html,(20+),-1,-1,93%
小米电视EA65 65英寸 金属全面屏 远场语音 逐台校准4K超高清智能教育电视机L65M7-EA以旧换新,1869,100万+,,"自营,秒杀",https://item.jd.com/100020530570.html,(61万+),(2200+),(2200+),98%
小米电视 Redmi A55 55英寸 4K 超高清 金属全面屏电视 1.5G+8G 游戏智能液晶以旧换新L55R8-A,1349,100万+,,自营,https://item.jd.com/100023738733.html,(61万+),(2200+),(2200+),98%
TCL电视 65V6E 65英寸 4K超清 护眼防蓝光 超薄金属全面屏 2+16GB 远场语音 液晶智能平板机,2299,2万+,,"自营,满1000-400",https://item.jd.com/100018377661.html,(1.9万+),(70+),(70+),98%
长虹55D6P PRO 55英寸2+64GB超大内存 远场语音 4K超高清全面屏 平板LED液晶机 以旧换新,1499,10万+,,自营,https://item.jd.com/100011493267.html,(6.9万+),(200+),(200+),98%
王牌百惠 电视机客厅大屏液晶电视卧室家用高清护眼防蓝光老人彩电 智能语音小尺寸机 窄边超薄 32LED高清网络版,468,5000+,,,https://item.jd.com/10059464852464.html,(1400+),(20+),(20+),92%
小米电视EA32 32英寸 金属全面屏 蓝牙语音 高清720p 智能平板教育电视机L32M7-EA以旧换新,599,100万+,,自营,https://item.jd.com/100020530544.html,(46万+),(2700+),(2700+),98%
小米电视 Redmi A65 65英寸 4K 超高清电视 金属全面屏电视 游戏智能液晶电视以旧换新L65R8-A,1799,100万+,,自营,https://item.jd.com/100033264377.html,(61万+),(2200+),(2200+),98%
长虹50P6S 50英寸智能 4KHDR 手机投屏 全面屏平板液晶LED电视机（黑色）,1099,20万+,,自营,https://item.jd.com/100033221034.html,(8万+),(300+),(300+),99%
小米电视EA70 70英寸 金属全面屏 远场语音 逐台校准4K超高清智能电视机L70M7-EA以旧换新,2299,100万+,,自营,https://item.jd.com/100030909232.html,(61万+),(2200+),(2200+),98%
TCL电视 65V8E 65英寸 120Hz 高色域 NFC投屏 2+32GB 平板电视机 以旧换新,2989,2000+,,"自营,券41-20,每满2900-600",https://item.jd.com/10044423059582.html,(1800+),-6,-6,98%
小米电视EA50 50英寸 金属全面屏 远场语音 逐台校准4K超高清智能教育电视机L50M7-EA以旧换新,1299,100万+,,自营,https://item.jd.com/100011058771.html,(46万+),(2700+),(2700+),98%
小米电视 Redmi A70 70英寸 4K 超高清电视 金属全面屏电视 游戏智能液晶电视以旧换新L70R8-A,2169,100万+,,"自营,秒杀",https://item.jd.com/100041689291.html,(61万+),(2200+),(2200+),98%
华为智慧屏 B7-510 55英寸超薄全面屏 升降式AI摄像头 远场语音 4K超高清智能液晶机 HEGE-550X,2699,1000+,,"自营,厂商配送",https://item.jd.com/100040386245.html,(300+),-6,-6,96%
小米电视 Redmi A58 58英寸4K 超高清 金属全面屏电视 1.5G+8G 游戏智能液晶电视以旧换新L58R8-A,1399,100万+,,自营,https://item.jd.com/100037597004.html,(46万+),(2700+),(2700+),98%
创维电视50A23 50英寸电视机全通道120Hz高刷 HDMI2.1 2+32G START云游戏 4K护眼声控全面屏 以旧换新,1799,10万+,,"自营,满1499-200",https://item.jd.com/100020760517.html,(8万+),(200+),(200+),99%
海信电视55E3H 55英寸 4K超高清 无边全面屏 远场语音 2+16GB内存 液晶智慧屏 智能教育机以旧换新,1759,50万+,,自营,https://item.jd.com/100036342259.html,(25万+),(600+),(600+),99%
长虹65D6P PRO 65英寸2+64GB超大内存 远场语音 4K超高清全面屏 平板LED液晶机 以旧换新,2099,10万+,,自营,https://item.jd.com/100021830468.html,(6.9万+),(200+),(200+),98%
TCL雷鸟 雀4 65英寸 4K超高清 超薄全面屏电视 智慧屏 教育电视 游戏智能液晶电视以旧换新65S265C,1799,20万+,,"自营,秒杀",https://item.jd.com/100021981545.html,(9.5万+),(500+),(500+),98%
创维电视75M3 75英寸4K超高清护眼防蓝光超薄全面屏智能教育电视机 2+16GB以旧换新 超薄全景声剧幕影院,3299,2000+,,"自营,每满3200-650",https://item.jd.com/10034924645792.html,(1400+),-7,-7,98%
Vidda 海信 S55 55英寸 4K超薄全面屏 远场语音 2+32G MEMC防抖 智慧屏 智能液晶以旧换新55V1F-S,1599,20万+,,自营,https://item.jd.com/100015491978.html,(12万+),(600+),(600+),98%
TCL电视 43V8E 43英寸 高色域 NFC投屏 2+32GB 平板电视机 以旧换新,1289,5000+,,"自营,券11-10",https://item.jd.com/10044535050796.html,(2000+),(10+),(10+),98%
海信电视65E3H 65英寸 4K超高清 无边全面屏 远场语音 2+16GB内存 液晶智慧屏 智能教育机以旧换新,2599,50万+,,自营,https://item.jd.com/100036342265.html,(25万+),(600+),(600+),99%
荣耀智慧屏X3i 55英寸 金属全面屏 4K超清广色域 智能电视 大内存 小户型优选 莱茵双重护眼 HN55BYRA,1699,10万+,,"自营,券1000-50",https://item.jd.com/100023403311.html,(6万+),(400+),(400+),98%
长虹55D5 55英寸4K全景屏 2+16GB 点阵光控 智慧语音 四大投屏 平板液晶LED电视机 以旧换新,1349,20万+,,自营,https://item.jd.com/100034483077.html,(9.8万+),(300+),(300+),99%
索尼（SONY）KD-75X80K 75英寸 全面屏 4K超高清HDR 安卓智能电视 X1芯片 特丽魅彩Pro X80J升级款,6498,5万+,,"自营,闪购,赠",https://item.jd.com/100019355359.html,(2.6万+),(50+),(50+),99%
TCL雷鸟 雀4 58英寸 4K超高清 超薄全面屏电视 智慧屏 教育电视 游戏智能液晶电视以旧换新58F265C,1399,20万+,,自营,https://item.jd.com/100042478789.html,(9.5万+),(500+),(500+),98%
海信电视55E5H 55英寸 多分区背光 120Hz高刷MEMC 4K超高清全面屏智能液晶智慧屏游戏机 以旧换新,2999,50万+,,"自营,满2000-200",https://item.jd.com/100039816310.html,(25万+),(600+),(600+),99%
三星（SAMSUNG）75英寸 4K超高清HDR超薄全面屏 AI智能补帧 平板液晶电视 UA75CU8000JXXZ 以旧换新,5949,5000+,,"自营,秒杀,赠",https://item.jd.com/100035206493.html,(3300+),-10,-10,98%
康佳KKTV K43 43英寸 1+8GB 全高清 全面屏 AI人工智能语音 无线投屏 网络平板教育液晶机,799,20万+,,"自营,闪购",https://item.jd.com/100044154911.html,(8.4万+),(300+),(300+),99%
东芝85M540F 85英寸4K超清大屏144Hz百级分区背光智能平板电视 全面屏液晶电视机4+64GB大内存以旧换新,8299,5万+,,"自营,新品,满6000-300",https://item.jd.com/100047410881.html,(2.4万+),(90+),(90+),98%
索尼（SONY）XR-55A80J 55英寸 OLED全面屏电视 4K超高清HDR XR认知芯片 AI智能语音 京东小家智能生态,6999,2万+,,"自营,赠",https://item.jd.com/100021106666.html,(1.8万+),(70+),(70+),98%
长虹75D5 75英寸4K全景屏 2+16GB 点阵光控 智慧语音 四大投屏 平板液晶LED电视机 以旧换新,2799,20万+,,自营,https://item.jd.com/100035819213.html,(9.8万+),(300+),(300+),99%
东芝75M540F 75英寸电视 4K超清 120Hz全面屏 液晶电视机 智能平板 以旧换新 火箭炮 3+128G内存,4399,5万+,,"自营,满3000-400",https://item.jd.com/100009981521.html,(2.4万+),(90+),(90+),98%
京品家电三星（SAMSUNG）京品家电 55英寸QX1 超薄全面屏 4K超高清HDR液晶 AI智能语音 QLED量子点QA55QX1AAJXXZ,3999,2万+,,"自营,券3000-200",https://item.jd.com/100018027482.html,(1.3万+),(40+),(40+),98%
小米电视EA55 55英寸 全面屏 远场语音 逐台校准4K超高清智能教育电视机L55M7-EA【厂直】,1399,1万+,,自营,https://item.jd.com/100032363353.html,(1600+),-10,-10,97%
FFALCON雷鸟电视 游戏电视75英寸75S515D 全面屏 120Hz HDMI2.1 智慧屏 3+32G 智能液晶机以旧换新,3799,2万+,,"自营,券1000-100,赠",https://item.jd.com/100018569065.html,(1.8万+),(70+),(70+),99%
华为智慧屏 SE 75英寸 超薄全面屏 4K超高清MEMC智能液晶电视 8K解码鸿鹄画质 2GB+16GB HD75DESA,3999,50万+,,自营,https://item.jd.com/100025493506.html,(25万+),(1300+),(1300+),98%
创维电视75A3 75英寸 4K超高清护眼超薄全面屏 2+16G声控杜比电视机 MEMC 游戏智能平板机以旧换新,3199,20万+,,自营,https://item.jd.com/100023749638.html,(22万+),(600+),(600+),99%
TCL电视 32V6E 32英寸护眼防蓝光 金属全面屏 全高清金属边框液晶网络智能平板机,699,2万+,,自营,https://item.jd.com/100038236040.html,(9600+),(50+),(50+),98%
松下（Panasonic）43英寸4K超清全面屏2+32G双频5GWi-Fi安卓10教育电视机京品TH-43LX580C 以旧换新,1999,500+,,"自营,赠",https://item.jd.com/100022910461.html,(300+),-2,-2,98%
Vidda 海信 S70 70英寸 4K超薄全面屏 2+32G 远场语音 MEMC防抖 智慧屏 智能液晶以旧换新70V1F-S,2599,100万+,,"自营,每满2000-100",https://item.jd.com/100013558168.html,(48万+),(2500+),(2500+),98%
TCL雷鸟 TCL出品 雀4 50英寸 4K超高清 超薄电视 全面屏电视 智慧屏 1.5G+8G 智能液晶机50F265C,1249,20万+,,自营,https://item.jd.com/100021623263.html,(9.5万+),(500+),(500+),98%
TCL电视 75T8E Max 75英寸QLED原色量子点电视 120Hz高刷 4+64G 4K超清全面屏 液晶智能平板,5999,10万+,,"自营,满5000-1000",https://item.jd.com/100036272346.html,(6.8万+),(300+),(300+),98%
京品家电海尔（Haier）电视 75R3 130%广色域 4K超清全面屏 远场语音智慧屏 75英寸 LED液晶教育 2+32G 以旧换新,2599,2万+,,自营,https://item.jd.com/100017708766.html,(1.4万+),(40+),(40+),99%
海信电视65E8H 65英寸 ULED X 504分区 MiniLED 1600nits 144Hz 4K全面屏 液晶智能平板机,6999,50万+,,"自营,赠",https://item.jd.com/100037846431.html,(25万+),(600+),(600+),99%
松下（Panasonic）LX560C 55英寸4K超清全面屏电视机 MEMC蓝牙语音控制 HDR10开机无广告TH-55LX560C以旧换新,2299,1万+,,"自营,赠",https://item.jd.com/100037900236.html,(4500+),(20+),(20+),98%
松下（Panasonic）LX580C 43英寸 全面屏电视机 智能AI语音唤醒4K超清开机无广告2+32G TH-43LX580C 以旧换新,1999,1万+,,"自营,赠",https://item.jd.com/100021846213.html,(4500+),(20+),(20+),98%
东芝65Z570KF 65英寸电视 4K超清 120Hz全面屏液晶电视机 游戏电视 智能平板以旧换新(咨询有惊喜),4499,5万+,,"自营,满4000-500",https://item.jd.com/100026001012.html,(2.4万+),(90+),(90+),98%
SHARP夏普电视70英寸液晶彩电4K超高清全面屏2+32GAI远场语音客厅会议平板音乐 4T-M70H7DA,3799,2000+,,"自营,满2000-600",https://item.jd.com/100040026995.html,(900+),-3,-3,98%
TCL 雷鸟 雀4SE 43英寸 全高清 全面屏 液晶智能平板电视机 43F165C 43英寸 官方标配,799,5000+,,"放心购,每满760-50",https://item.jd.com/10056738122908.html,(1800+),(10+),(10+),97%
TCL电视 75Q10G 75英寸Mini LED 量子点广色域 120Hz高刷电视 4K超清全面屏 液晶智能平板机,8969,10万+,,"自营,秒杀,满5000-1000",https://item.jd.com/100038907714.html,(8.9万+),(400+),(400+),98%
长虹75D6P PRO 75英寸2+64GB超大内存 远场语音 4K超高清全面屏 平板LED液晶机 以旧换新,2899,10万+,,自营,https://item.jd.com/100029869738.html,(6.9万+),(200+),(200+),98%
索尼（SONY）KD-55X80K 55英寸 全面屏 4K超高清HDR 安卓智能电视 X1芯片 特丽魅彩Pro X80J升级款,3998,2万+,,"自营,闪购,赠",https://item.jd.com/100019355365.html,(1.8万+),(70+),(70+),98%
TCL 65V8G 65英寸电视 百级分区背光 HDR1000 120Hz 4K超高清 智能液晶电视机65寸,4099,10万+,,自营,https://item.jd.com/100036782933.html,(8.9万+),(400+),(400+),98%
小米游戏电视ES Pro 86英寸百级分区背光1000nits峰值亮度120Hz高刷液晶平板电视机L86M8-ES以旧换新,7999,20万+,,自营,https://item.jd.com/100039601236.html,(9.5万+),(400+),(400+),98%
TCL雷鸟 雀4 43英寸 4K超高清 超薄电视 全面屏电视 智慧屏 1.5G+8G 智能液晶电视以旧换新43F265C,999,20万+,,自营,https://item.jd.com/100021623283.html,(9.5万+),(500+),(500+),98%
飞利浦（PHILIPS）55英寸 4K超高清智慧全面屏 无线投屏 AI语音智能液晶平板电视机55PUF7007/T3,1529,5万+,,自营,https://item.jd.com/100032150763.html,(2.3万+),(100+),(100+),97%
创维电视65英寸120Hz高刷 2+32G内存 原彩高色准 4K超高清防抖远场语音蓝牙5.1液晶平板机 65A23,2799,10万+,,"自营,赠",https://item.jd.com/100020760531.html,(8万+),(200+),(200+),99%
创维电视75A23 75英寸电视机全通道120Hz高刷 HDMI2.1 3+32G START云游戏 4K护眼声控全面屏 以旧换新,4199,10万+,,"自营,满2999-500",https://item.jd.com/100036272350.html,(8万+),(200+),(200+),99%
飞利浦（PHILIPS）70英寸4K超高清全面屏 杜比全景声16G智能平板电视机70PUF7295/T3 京东小家智能 以旧换新,2599,5万+,,"自营,秒杀",https://item.jd.com/100005656027.html,(2.3万+),(100+),(100+),97%
索尼（SONY）KD-85X85K 85英寸 4K HDR 全面屏智能电视 广色域 120Hz 客厅巨幕 视觉低疲劳认证,9999,5万+,,"自营,赠",https://item.jd.com/100028908623.html,(2.6万+),(50+),(50+),99%
京品家电FFALCON京品家电 雷鸟电视 游戏电视65英寸65S515D 120Hz HDMI2.1 智慧屏 3+32G智能液晶机以旧换新,2599,2万+,,"自营,券1000-100,赠",https://item.jd.com/100027807632.html,(1.8万+),(70+),(70+),99%
TCL 50V8G 50英寸电视 百级分区背光 HDR800 60Hz 4K超高清 智能液晶电视机 小,2599,2000+,,"自营,满1000-300",https://item.jd.com/100036782911.html,(1300+),(10+),(10+),98%
创维电视55A33 55英寸电视机V3全功能AI芯片 全通道120Hz 3+32G 云游戏 4K护眼声控全面屏 以旧换新,3199,10万+,,"自营,满2999-500",https://item.jd.com/100035295816.html,(8万+),(200+),(200+),99%
海信电视65E7H 65英寸4K超高清ULED多分区 144Hz高刷 4+64GB液晶电视机 智能游戏社交智慧屏 以旧换新,5399,50万+,,"自营,券2000-400,赠",https://item.jd.com/100036153139.html,(25万+),(600+),(600+),99%
康佳电视 75E9 75英寸 3+32GB 120Hz高刷 4K超清全面屏 130%高色域智慧屏 智能液晶平板游戏机巨幕,3499,5万+,,"自营,闪购",https://item.jd.com/100040026955.html,(2.3万+),(100+),(100+),98%
Vidda 海信 游戏电视 65英寸 X65 120Hz高刷 HDMI2.1 全面屏 3+64G 智能液晶电视以旧换新65V3H-X,2999,100万+,,"自营,每满2500-300",https://item.jd.com/100034179054.html,(48万+),(2500+),(2500+),98%
TCL电视 85V6E Pro 85英寸 130%高色域 3+64G大内存 客厅巨幕影院 MEMC防抖 NFC 液晶智能机,5799,10万+,,"自营,满2000-500",https://item.jd.com/100034449076.html,(6.8万+),(300+),(300+),98%
SHARP 4T-M55Q5EA 55英寸4K超高清100%色域 HDR10+HLG智能AI远场语音智能云游戏平板 2+32G,2499,5万+,,自营,https://item.jd.com/100025232253.html,(1.6万+),(100+),(100+),98%
TCL电视 85T8E Max 85英寸QLED原色量子点电视 4+64G 120Hz 4K超清全面屏 液晶智能平板 以旧换新,7999,10万+,,自营,https://item.jd.com/100023669339.html,(6.8万+),(300+),(300+),98%
小米电视 Redmi MAX 86英寸超大屏 金属全面屏 120Hz 智能教育游戏平板电视机85以旧换新L86R6-MAX,5599,20万+,,"自营,赠",https://item.jd.com/100018504612.html,(9.5万+),(400+),(400+),98%
小米电视Redmi A43全面屏43英寸2022款超薄全高清家用老人客厅卧室酒店公寓智能液晶平板彩电挂架套装,999,1000+,,自营,https://item.jd.com/100027628607.html,(100+),-3,-3,94%
小米 Redmi 游戏电视 X 75英寸 120Hz高刷 HDMI2.1 3GB+32GB大存储 智能电视L75R8-X X75,3999,100万+,,自营,https://item.jd.com/100016757245.html,(61万+),(2200+),(2200+),98%
康佳电视 J32 32英寸 全面屏 1+8GB 卧室 高清智能语音网络平板教育液晶机【京东小家智能生态】,579,20万+,,"自营,闪购",https://item.jd.com/100015070807.html,(8.4万+),(300+),(300+),99%
东芝(TOSHIBA)电视机 55英寸 55M540F 2022款 4K超高清会议平板 远近场双声控 3+128GB 全面屏,2399,5000+,,"自营,厂商配送,赠",https://item.jd.com/100027279810.html,(2400+),(10+),(10+),98%
海信电视 32E2F 32英寸高清 智能投屏 Unibody悬浮全面屏 家用网络液晶平板教育机 以旧换新,639,50万+,,自营,https://item.jd.com/100012441756.html,(35万+),(600+),(600+),99%
